Sigla;Código;Município;1991;2000;2010
MG;3110202;Cajuri;36.05;12.05;7.8
MG;3110301;Caldas;12.18;3.68;2.42
MG;3110400;Camacho;24.86;10.2;3.14
MG;3110509;Camanducaia;9.13;3.1;1.92
MG;3110608;Cambuí;6.53;2.93;1.39
MG;3110707;Cambuquira;15.11;4.14;1.92
MG;3110806;Campanário;42.45;14.34;3.61
MG;3110905;Campanha;11.6;3.49;0.87
MG;3111002;Campestre;13.64;3.37;0.54
MG;3111101;Campina Verde;9.52;4.37;3.12
MG;3111150;Campo Azul;50.88;33.77;21.32
MG;3111200;Campo Belo;13.05;2.41;1.14
MG;3111309;Campo do Meio;6.25;3.38;2.69
MG;3111408;Campo Florido;11.03;4.9;3.23
MG;3111507;Campos Altos;7.32;2.57;0.58
MG;3111606;Campos Gerais;15.27;3.48;1.05
MG;3111705;Canaã;58.78;29.74;7.59
MG;3111804;Canápolis;6.89;3.88;1.13
MG;3111903;Cana Verde;10.41;4.51;1.23
MG;3112000;Candeias;14.48;4.19;1.45
MG;3112059;Cantagalo;53.24;36.25;7.27
MG;3112109;Caparaó;23.72;6.96;5.29
MG;3112208;Capela Nova;30.8;14.04;10.52
MG;3112307;Capelinha;35.47;17.5;9.53
MG;3112406;Capetinga;7.08;3.13;0.69
MG;3112505;Capim Branco;12.85;2.64;1
MG;3112604;Capinópolis;6.78;4.59;2.25
MG;3112653;Capitão Andrade;43.72;15.98;6.11
MG;3112703;Capitão Enéas;34.52;24.69;9.96
MG;3112802;Capitólio;11.47;1.14;0.51
MG;3112901;Caputira;30.72;14.43;15.33
MG;3113008;Caraí;51.95;36.07;22.93
MG;3113107;Caranaíba;42.81;21.66;11.08
MG;3113206;Carandaí;25.63;10.57;3.03
MG;3113305;Carangola;19.55;5.31;3.51
MG;3113404;Caratinga;22.86;9.14;4.75
MG;3113503;Carbonita;44.87;22.23;9.52
MG;3113602;Careaçu;13.7;2.29;0.54
MG;3113701;Carlos Chagas;38.51;19.55;7.09
MG;3113800;Carmésia;37.37;21.22;8.24
MG;3113909;Carmo da Cachoeira;10.7;4.95;1.26
MG;3114006;Carmo da Mata;21.55;2.71;0.6
MG;3114105;Carmo de Minas;31.85;5.3;2.32
MG;3114204;Carmo do Cajuru;13.1;3.77;0.92
MG;3114303;Carmo do Paranaíba;8.87;2.87;2.8
MG;3114402;Carmo do Rio Claro;11.15;17.58;0.72
MG;3114501;Carmópolis de Minas;25.04;9.46;0.8
MG;3114550;Carneirinho;13.8;4.07;2.54
MG;3114600;Carrancas;28.54;14.44;5.56
MG;3114709;Carvalhópolis;14.84;3.55;0.59
MG;3114808;Carvalhos;19.75;8.65;3.63
MG;3114907;Casa Grande;50.55;9;3.98
MG;3115003;Cascalho Rico;6.61;3;0.21
MG;3115102;Cássia;12;1.62;0.84
MG;3115201;Conceição da Barra de Minas;43.29;10.14;2.14
MG;3115300;Cataguases;13.41;3.5;1.57
MG;3115359;Catas Altas;9.54;10.76;1.21
MG;3115409;Catas Altas da Noruega;61.54;26.43;7.59
MG;3115458;Catuji;54.71;40.63;25.29
MG;3115474;Catuti;60.88;47.38;21.74
MG;3115508;Caxambu;14.48;4.19;1.04
MG;3115607;Cedro do Abaeté;25.89;8.31;2.08
MG;3115706;Central de Minas;34.85;13.43;8.61
MG;3115805;Centralina;7.69;20.83;2.51
MG;3115904;Chácara;17.75;6.61;1.03
MG;3116001;Chalé;33.47;9.21;5.26
MG;3116100;Chapada do Norte;33.02;21;18.6
MG;3116159;Chapada Gaúcha;40.51;38.54;20.16
MG;3116209;Chiador;34.48;4.67;0.88
MG;3116308;Cipotânea;65.75;39.6;15.48
MG;3116407;Claraval;5.09;3.9;1.62
MG;3116506;Claro dos Poções;39.57;22.96;8.23
MG;3116605;Cláudio;16.84;2.74;0.96
MG;3116704;Coimbra;32.3;6.16;2.46
MG;3116803;Coluna;55.01;34.87;12.77
MG;3116902;Comendador Gomes;2.26;14.63;2.09
MG;3117009;Comercinho;58.6;50.66;21.44
MG;3117108;Conceição da Aparecida;14.74;1.94;1.31
MG;3117207;Conceição das Pedras;12.81;2.86;4.19
MG;3117306;Conceição das Alagoas;7.25;3.04;1.2
MG;3117405;Conceição de Ipanema;40.06;10.48;8.97
MG;3117504;Conceição do Mato Dentro;43.31;32.5;9.23
MG;3117603;Conceição do Pará;17.51;6.71;1.04
MG;3117702;Conceição do Rio Verde;21.72;5.23;0.94
MG;3117801;Conceição dos Ouros;13.31;4.14;0.68
MG;3117836;Cônego Marinho;54.15;55.27;26.83
MG;3117876;Confins;13.18;7.18;1.12
MG;3117900;Congonhal;11.93;4.73;4.4
MG;3118007;Congonhas;11.45;5.84;1.28
MG;3118106;Congonhas do Norte;62.37;39.54;19.07
MG;3118205;Conquista;15.84;1.82;1.04
MG;3118304;Conselheiro Lafaiete;10.77;4.92;1.12
MG;3118403;Conselheiro Pena;29.14;11.26;7.72
MG;3118502;Consolação;24.36;14.23;3.28
MG;3118601;Contagem;5.61;3.42;1.15
MG;3118700;Coqueiral;19.63;5.96;2.55
MG;3118809;Coração de Jesus;46.76;30.15;13.79
MG;3118908;Cordisburgo;24.9;8.84;3.05
MG;3119005;Cordislândia;14.07;4.32;1.77
MG;3119104;Corinto;16.31;12.06;6.92
MG;3119203;Coroaci;47.81;18.45;13.69
MG;3119302;Coromandel;8.18;2.82;0.93
MG;3119401;Coronel Fabriciano;11.23;6.28;2.38
MG;3119500;Coronel Murta;44.41;31.01;14.16
MG;3119609;Coronel Pacheco;17.79;4.49;2.51
MG;3119708;Coronel Xavier Chaves;25.32;10.54;5.22
MG;3119807;Córrego Danta;17.55;1.23;1.85
MG;3119906;Córrego do Bom Jesus;6.9;13.02;2.31
MG;3119955;Córrego Fundo;19.74;3.68;1.58
MG;3120003;Córrego Novo;25.7;19.61;9.31
MG;3120102;Couto de Magalhães de Minas;30.3;18.29;11.82
MG;3120151;Crisólita;51.68;38.35;12.4
MG;3120201;Cristais;14.97;3.16;3.46
MG;3120300;Cristália;46.37;36.85;27.17
MG;3120409;Cristiano Otoni;30.01;7.75;3.92
MG;3120508;Cristina;15.08;9.93;3.12
MG;3120607;Crucilândia;30.25;10.58;3.01
MG;3120706;Cruzeiro da Fortaleza;4.78;1.15;2.8
MG;3120805;Cruzília;19.15;7.07;2.37
MG;3120839;Cuparaque;28.73;10.67;8.42
MG;3120870;Curral de Dentro;40.32;35.81;16.95
MG;3120904;Curvelo;17.93;7.71;2.07
MG;3121001;Datas;33.12;36.45;6.87
MG;3121100;Delfim Moreira;25.65;9.7;2.23
MG;3121209;Delfinópolis;14.12;4.84;0.76
MG;3121258;Delta;6;3.07;2
MG;3121308;Descoberto;24.28;6.48;6.85
MG;3121407;Desterro de Entre Rios;47;26.91;8.62
MG;3121506;Desterro do Melo;42.7;32.85;10.05
MG;3121605;Diamantina;21.04;15.94;5.06
MG;3121704;Diogo de Vasconcelos;39.42;37.47;20.92
MG;3121803;Dionísio;32.57;16.07;4.8
MG;3121902;Divinésia;41.9;12.39;3.56
MG;3122009;Divino;31.39;9.88;9.13
MG;3122108;Divino das Laranjeiras;37.46;11.83;4.44
MG;3122207;Divinolândia de Minas;38.89;28.78;7.04
MG;3122306;Divinópolis;7.4;1.95;0.36
MG;3122355;Divisa Alegre;27.02;26.03;10.35
MG;3122405;Divisa Nova;20.93;4.95;1.71
MG;3122454;Divisópolis;40.77;25.55;9.9
MG;3122470;Dom Bosco;23.8;17.2;5.31
MG;3122504;Dom Cavati;25.62;9.71;4.36
MG;3122603;Dom Joaquim;46.89;31.43;13.44
MG;3122702;Dom Silvério;28.43;7.35;2.31
MG;3122801;Dom Viçoso;21.09;9.66;2.61
MG;3122900;Dona Eusébia;12.72;7.15;0.82
MG;3123007;Dores de Campos;23.45;4.04;0.9
MG;3123106;Dores de Guanhães;44.44;25.52;8.89
MG;3123205;Dores do Indaiá;10.16;3.52;1.22
MG;3123304;Dores do Turvo;36.79;22.1;5.04
MG;3123403;Doresópolis;13.78;4.37;3.73
MG;3123502;Douradoquara;17.48;2.95;1.94
MG;3123528;Durandé;49.07;10.54;3.53
MG;3123601;Elói Mendes;7.82;3.01;1.47
MG;3123700;Engenheiro Caldas;27.43;17.05;6.05
MG;3123809;Engenheiro Navarro;38.49;21.51;8.13
MG;3123858;Entre Folhas;53.21;14.8;8.37
MG;3123908;Entre Rios de Minas;34.88;12.11;4.5
MG;3124005;Ervália;42.69;25.03;5.13
MG;3124104;Esmeraldas;21.09;10.67;3.61
MG;3124203;Espera Feliz;22.7;8.11;7.24
MG;3124302;Espinosa;37.44;30.23;12.73
MG;3124401;Espírito Santo do Dourado;8.15;3.3;1.72
MG;3124500;Estiva;9.72;3.79;1.07
MG;3124609;Estrela Dalva;23.62;8.36;2.78
MG;3124708;Estrela do Indaiá;14.83;1.83;0
MG;3124807;Estrela do Sul;12.88;8.47;1.68
MG;3124906;Eugenópolis;27.54;12.41;4.5
MG;3125002;Ewbank da Câmara;16.19;5.6;1.19
MG;3125101;Extrema;6.78;2.1;0.37
MG;3125200;Fama;13.09;2.78;0.51
MG;3125309;Faria Lemos;33.42;5.96;2.82
MG;3125408;Felício dos Santos;66.66;36.85;16.19
MG;3125507;São Gonçalo do Rio Preto;37.73;30.84;8.54
MG;3125606;Felisburgo;54.92;29.37;17.6
MG;3125705;Felixlândia;20.09;12.92;3.38
MG;3125804;Fernandes Tourinho;47.98;21.31;5.57
MG;3125903;Ferros;35.87;20.8;10.45
MG;3125952;Fervedouro;44.19;16.14;14.99
MG;3126000;Florestal;10.91;2.43;1.47
MG;3126109;Formiga;15.05;3.45;1.25
MG;3126208;Formoso;31.48;32.5;13.71
MG;3126307;Fortaleza de Minas;16.47;3.18;3.08
MG;3126406;Fortuna de Minas;25.08;5.72;1.04
MG;3126505;Francisco Badaró;57.87;27.03;14.05
MG;3126604;Francisco Dumont;30.07;24.39;9.87
MG;3126703;Francisco Sá;33.74;25.15;11.22
MG;3126752;Franciscópolis;53.94;41.76;17.39
MG;3126802;Frei Gaspar;69.22;32;11.29
MG;3126901;Frei Inocêncio;28.8;12.92;6.1
MG;3126950;Frei Lagonegro;56.53;40.64;29.9
MG;3127008;Fronteira;4.08;3.68;0.44
MG;3127057;Fronteira dos Vales;49.99;48.65;14.77
MG;3127073;Fruta de Leite;65.53;54.84;20.49
MG;3127107;Frutal;7;3.07;2.19
MG;3127206;Funilândia;22.31;17.11;9.44
MG;3127305;Galiléia;37.46;13.76;5.52
MG;3127339;Gameleiras;56.37;41.73;22.37
MG;3127354;Glaucilândia;33.65;24.55;8.98
MG;3127370;Goiabeira;44.96;13.99;7.46
MG;3127388;Goianá;18.16;4.97;0.69
MG;3127404;Gonçalves;12.08;7.07;2.55
MG;3127503;Gonzaga;32.29;38.23;20.86
MG;3127602;Gouveia;27.24;15.07;5.92
MG;3127701;Governador Valadares;11.03;6.76;2.36
MG;3127800;Grão Mogol;33.86;35.16;14.71
MG;3127909;Grupiara;3.1;5.43;1.16
MG;3128006;Guanhães;28.41;15.75;4.33
MG;3128105;Guapé;19.39;6.3;1.19
MG;3128204;Guaraciaba;49.35;30.83;10.17
MG;3128253;Guaraciama;45.9;31.81;6.73
MG;3128303;Guaranésia;7.65;3.13;0.81
MG;3128402;Guarani;24.28;7.98;2.11
MG;3128501;Guarará;14.57;4.65;2.31
MG;3128600;Guarda-Mor;10.12;4.83;3.3
MG;3128709;Guaxupé;5.19;1.76;0.51
MG;3128808;Guidoval;24.93;7.68;0.83
MG;3128907;Guimarânia;10.79;2.46;2.78
MG;3129004;Guiricema;33.57;11.59;2.36
MG;3129103;Gurinhatã;14.91;5.86;5.39
MG;3129202;Heliodora;27.9;9.28;0.21
MG;3129301;Iapu;29.66;15.71;8.95
MG;3129400;Ibertioga;33.35;15.01;5.36
MG;3129509;Ibiá;12.67;1.71;1.33
MG;3129608;Ibiaí;43.67;26.89;18.46
MG;3129657;Ibiracatu;58.02;53.59;25.91
MG;3129707;Ibiraci;5.87;3.51;0.51
MG;3129806;Ibirité;13.07;7.31;1.73
MG;3129905;Ibitiúra de Minas;5.43;1.5;0.6
MG;3130002;Ibituruna;16.22;3.96;1.03
MG;3130051;Icaraí de Minas;49.74;52.26;20.77
MG;3130101;Igarapé;15.85;10.46;2.6
MG;3130200;Igaratinga;7.49;2.74;0.22
MG;3130309;Iguatama;15.23;3.01;1.42
MG;3130408;Ijaci;19.21;3.91;0.79
MG;3130507;Ilicínea;11.28;2.48;0.86
MG;3130556;Imbé de Minas;43.89;17.43;13.44
MG;3130606;Inconfidentes;10.69;1.43;2.52
MG;3130655;Indaiabira;28.89;39.37;13.97
MG;3130705;Indianópolis;5.41;6.47;0.91
MG;3130804;Ingaí;24.39;4.61;0.53
MG;3130903;Inhapim;36.27;23.41;8.6
MG;3131000;Inhaúma;16.06;6.4;2.55
MG;3131109;Inimutaba;21.61;13;3.02
MG;3131158;Ipaba;28.76;17.12;3.63
MG;3131208;Ipanema;22.56;12.61;5.38
MG;3131307;Ipatinga;9.26;4.82;1.13
MG;3131406;Ipiaçu;5.53;8.4;1.34
MG;3131505;Ipuiúna;10.75;3.88;2.43
MG;3131604;Iraí de Minas;5.61;3.31;0.96
MG;3131703;Itabira;15.5;6.72;1.54
MG;3131802;Itabirinha de Mantena;35.29;19.32;5.39
MG;3131901;Itabirito;7.62;3.87;0.59
MG;3132008;Itacambira;60.52;50.71;21.87
MG;3132107;Itacarambi;35.62;31.71;10.67
MG;3132206;Itaguara;16.41;8.46;0.97
MG;3132305;Itaipé;57.24;40.52;17.1
MG;3132404;Itajubá;7.03;3.36;1.03
MG;3132503;Itamarandiba;35.38;39.77;11.13
MG;3132602;Itamarati de Minas;19.09;4.08;0.54
MG;3132701;Itambacuri;46.78;26.32;10
MG;3132800;Itambé do Mato Dentro;47.82;23.44;4.77
MG;3132909;Itamogi;8.14;2.84;1.06
MG;3133006;Itamonte;19.94;5.35;1.44
MG;3133105;Itanhandu;10.49;1.84;1.27
MG;3133204;Itanhomi;35.46;25.06;10.76
MG;3133303;Itaobim;38.64;28.04;9.48
MG;3133402;Itapagipe;8.84;1.31;3.08
MG;3133501;Itapecerica;21.54;5.78;0.98
MG;3133600;Itapeva;5.14;4.13;1.54
MG;3133709;Itatiaiuçu;21.43;7.64;0.81
MG;3133758;Itaú de Minas;3.82;2.16;0.83
MG;3133808;Itaúna;5.72;1.85;0.58
MG;3133907;Itaverava;27.51;29.15;8.86
MG;3134004;Itinga;52.47;49.05;19.56
MG;3134103;Itueta;34.23;13.99;6.9
MG;3134202;Ituiutaba;6.23;3.03;1.14
MG;3134301;Itumirim;16.24;7.68;2.43
MG;3134400;Iturama;4.42;2.8;0.69
MG;3134509;Itutinga;23.05;10.99;4.16
MG;3134608;Jaboticatubas;26.46;9.88;5.65
MG;3134707;Jacinto;46.61;28.96;11.51
MG;3134806;Jacuí;16.44;5.74;2.2
MG;3134905;Jacutinga;5.73;2.39;1.66
MG;3135001;Jaguaraçu;22.42;7.81;1.18
MG;3135050;Jaíba;39.05;22.29;6.79
MG;3135076;Jampruca;40.72;22.68;10.97
MG;3135100;Janaúba;29.04;18.25;4.07
MG;3135209;Januária;41.77;37.11;18.51
MG;3135308;Japaraíba;16.39;5.36;0.96
MG;3135357;Japonvar;60.51;48.95;18.31
MG;3135407;Jeceaba;27.92;13.45;13.66
MG;3135456;Jenipapo de Minas;47.17;27.71;12.32
MG;3135506;Jequeri;45.49;33.53;11.63
MG;3135605;Jequitaí;40.31;27.12;8.4
MG;3135704;Jequitibá;43.63;18.11;5.34
MG;3135803;Jequitinhonha;40.62;28.68;11.33
MG;3135902;Jesuânia;32.24;7.71;1.28
MG;3136009;Joaíma;54.69;38.84;19.72
MG;3136108;Joanésia;49.06;17.45;11.43
MG;3136207;João Monlevade;6.53;5.68;1.91
MG;3136306;João Pinheiro;22.49;8.75;3.28
MG;3136405;Joaquim Felício;42.31;18.29;4.95
MG;3136504;Jordânia;35.03;28.35;8.91
MG;3136520;José Gonçalves de Minas;34;14.38;9.11
MG;3136553;José Raydan;59.73;44.34;13.47
MG;3136579;Josenópolis;37.29;40.57;18.99
MG;3136603;Nova União;29.76;11.66;5.6
MG;3136652;Juatuba;14.45;10.85;2.93
MG;3136702;Juiz de Fora;5.06;2.31;0.88
MG;3136801;Juramento;35.64;16.62;5.32
MG;3136900;Juruaia;24.05;3.7;1.03
MG;3136959;Juvenília;62.23;47.6;27.96
MG;3137007;Ladainha;55.54;43.09;28.95
MG;3137106;Lagamar;23;8.58;3.42
MG;3137205;Lagoa da Prata;10.74;2.03;0.8
MG;3137304;Lagoa dos Patos;25.54;21.34;9.02
MG;3137403;Lagoa Dourada;34.02;13.51;1.77
MG;3137502;Lagoa Formosa;17.73;4.34;1.88
MG;3137536;Lagoa Grande;21.66;6.39;2.53
MG;3137601;Lagoa Santa;12.39;4.86;0.91
MG;3137700;Lajinha;21.96;10.24;6.72
MG;3137809;Lambari;12.32;5.41;2.21
MG;3137908;Lamim;48.7;15.46;8
MG;3138005;Laranjal;27.62;5.6;1.55
MG;3138104;Lassance;24.34;29.58;7.14
MG;3138203;Lavras;6.48;2.06;0.62
MG;3138302;Leandro Ferreira;22.31;5.05;1.25
MG;3138351;Leme do Prado;33.44;15.78;7.81
MG;3138401;Leopoldina;14.87;4.69;2.44
MG;3138500;Liberdade;31.52;12.37;4.86
MG;3138609;Lima Duarte;21.74;8.37;2.11
MG;3138625;Limeira do Oeste;10.59;8.39;6.71
MG;3138658;Lontra;50.17;35.6;13.47
MG;3138674;Luisburgo;16.23;15.53;14.15
MG;3138682;Luislândia;63.07;29.36;20.59
MG;3138708;Luminárias;21.25;3.66;0.78
MG;3138807;Luz;12.2;3.82;1.16
MG;3138906;Machacalis;41.85;32.25;9.22
MG;3139003;Machado;7.73;2.26;1.29
MG;3139102;Madre de Deus de Minas;27;13.05;3.39
MG;3139201;Malacacheta;48.45;35.7;12.71
MG;3139250;Mamonas;52.41;29.78;22.5
MG;3139300;Manga;42.77;19.52;21.28
MG;3139409;Manhuaçu;16.15;7.73;2.82
MG;3139508;Manhumirim;21.95;5.18;2.59
MG;3139607;Mantena;34.4;15.37;6.4
MG;3139706;Maravilhas;14.72;9.21;2.08
MG;3139805;Mar de Espanha;19.55;6.87;0.23
MG;3139904;Maria da Fé;13.7;9.79;3.28
MG;3140001;Mariana;20.93;11.36;3.57
MG;3140100;Marilac;46.71;25.49;4.55
MG;3140159;Mário Campos;29.88;5.45;2.18
MG;3140209;Maripá de Minas;16.78;5.91;0.69
MG;3140308;Marliéria;44.47;10.72;2.29
MG;3140407;Marmelópolis;22.82;16.21;4.65
MG;3140506;Martinho Campos;13.88;5.17;1.33
MG;3140530;Martins Soares;19.9;3.85;3.61
MG;3140555;Mata Verde;46.46;22.45;8.73
MG;3140605;Materlândia;46.33;37.25;17.23
MG;3140704;Mateus Leme;16.35;8.11;5.03
MG;3140803;Matias Barbosa;11.96;3.92;2.09
MG;3140852;Matias Cardoso;49.86;42.1;16.66
MG;3140902;Matipó;28.63;9.08;3.6
MG;3141009;Mato Verde;35.1;30.81;9.02
MG;3141108;Matozinhos;15.52;4.3;1.84
MG;3141207;Matutina;15.47;1.27;2.02
MG;3141306;Medeiros;13.07;0;0.33
MG;3141405;Medina;48.49;31.27;16.49
MG;3141504;Mendes Pimentel;41.7;24.74;7.77
MG;3141603;Mercês;34.53;16.77;5.53
MG;3141702;Mesquita;26.68;21.95;7.56
MG;3141801;Minas Novas;52.19;33.79;13.05
MG;3141900;Minduri;23.72;8.01;7.75
MG;3142007;Mirabela;31.52;31.37;10.93
MG;3142106;Miradouro;46.72;12.05;9.36
MG;3142205;Miraí;23.68;8.7;1.93
MG;3142254;Miravânia;62.79;54.31;22.08
MG;3142304;Moeda;28.63;6.77;1.2
MG;3142403;Moema;7.75;1.07;0.45
MG;3142502;Monjolos;41.26;19.98;4.44
MG;3142601;Monsenhor Paulo;15.24;3.02;0.64
MG;3142700;Montalvânia;37.29;31.05;19.79
MG;3142809;Monte Alegre de Minas;13.24;4.46;2.36
MG;3142908;Monte Azul;48.48;36.28;13.81
MG;3143005;Monte Belo;8.67;2.12;4.06
MG;3143104;Monte Carmelo;7.66;1.71;0.75
MG;3143153;Monte Formoso;67.21;58.09;32.25
MG;3143203;Monte Santo de Minas;12.8;0.92;0.11
MG;3143302;Montes Claros;19.23;9.06;2.71
MG;3143401;Monte Sião;7.68;1.01;0.67
MG;3143450;Montezuma;64.78;39.07;9.15
MG;3143500;Morada Nova de Minas;19.16;5.36;0.96
MG;3143609;Morro da Garça;33.97;15.44;3.68
MG;3143708;Morro do Pilar;23.01;15.88;6.22
MG;3143807;Munhoz;8.25;9.12;6.81
MG;3143906;Muriaé;15.11;4.63;1.25
MG;3144003;Mutum;43.99;12.34;8.86
MG;3144102;Muzambinho;10.22;1.54;1.23
MG;3144201;Nacip Raydan;39.85;21.34;12.23
MG;3144300;Nanuque;24.61;10.84;4.48
MG;3144359;Naque;33.05;19.24;4.17
MG;3144375;Natalândia;31.75;19.14;3.62
MG;3144409;Natércia;11.92;1.21;1.04
MG;3144508;Nazareno;24.15;8.61;1.34
MG;3144607;Nepomuceno;15.18;5;3.34
MG;3144656;Ninheira;50.13;36.4;30.83
MG;3144672;Nova Belém;55.47;33.52;19.36
MG;3144706;Nova Era;12.54;8.33;3.04
MG;3144805;Nova Lima;7.04;2.91;0.51
MG;3144904;Nova Módica;47.33;24.71;10.13
MG;3145000;Nova Ponte;6.1;2.44;1.53
MG;3145059;Nova Porteirinha;26.21;24.37;5.69
MG;3145109;Nova Resende;8.31;3.28;1.44
MG;3145208;Nova Serrana;2.15;1.26;1.18
MG;3145307;Novo Cruzeiro;58.77;43.46;22.06
MG;3145356;Novo Oriente de Minas;44.49;40.62;25.32
MG;3145372;Novorizonte;43.82;19.03;11.54
MG;3145406;Olaria;40.02;14.11;2.15
MG;3145455;Olhos-d'Água;40.42;30.08;5.91
MG;3145505;Olímpio Noronha;19.02;1.36;0.58
MG;3145604;Oliveira;17.76;5.25;1.65
MG;3145703;Oliveira Fortes;25.53;19.4;5.99
MG;3145802;Onça de Pitangui;17.45;3.76;3
MG;3145851;Oratórios;24.64;10.96;2.94
MG;3145877;Orizânia;19.67;20.45;27.43
MG;3145901;Ouro Branco;10.62;5.39;0.64
MG;3146008;Ouro Fino;13.57;0.92;1.18
MG;3146107;Ouro Preto;16.12;6;2.64
MG;3146206;Ouro Verde de Minas;57.92;25.9;18.83
MG;3146255;Padre Carvalho;35.26;30.73;6.14
MG;3146305;Padre Paraíso;39.94;37.18;23.91
MG;3146404;Paineiras;20.27;7.51;1.34
MG;3146503;Pains;12.09;2.92;0.62
MG;3146552;Pai Pedro;60.64;39.32;25.41
MG;3146602;Paiva;17.86;4.29;1.21
MG;3146701;Palma;32.77;7.84;1.95
MG;3146750;Palmópolis;51.79;51.72;15.3
MG;3146909;Papagaios;7.12;6.72;2.16
MG;3147006;Paracatu;16.43;8.64;2.37
MG;3147105;Pará de Minas;7.8;2.45;0.46
MG;3147204;Paraguaçu;14.15;2.44;1.59
MG;3147303;Paraisópolis;13.18;6.47;1.84
MG;3147402;Paraopeba;14.39;5.19;2.62
MG;3147501;Passabém;49.08;11.44;5.37
MG;3147600;Passa Quatro;21.19;5.04;1.16
MG;3147709;Passa Tempo;33.08;5.77;4.4
MG;3147808;Passa-Vinte;24.29;10.86;2.14
MG;3147907;Passos;5.5;2.03;0.9
MG;3147956;Patis;60.33;44.08;18.28
MG;3148004;Patos de Minas;7.54;2.09;0.87
MG;3148103;Patrocínio;11.61;4.32;1.1
MG;3148202;Patrocínio do Muriaé;30.08;3.3;2.4
MG;3148301;Paula Cândido;38.85;12.83;5.09
MG;3148400;Paulistas;40.94;40.91;14.88
MG;3148509;Pavão;30.74;28.88;14.97
MG;3148608;Peçanha;54.41;28.26;7.33
MG;3148707;Pedra Azul;34.78;31.28;12.62
MG;3148756;Pedra Bonita;57.47;34.87;19.47
MG;3148806;Pedra do Anta;45.48;29.03;10.98
MG;3148905;Pedra do Indaiá;13.99;2.89;0.08
MG;3149002;Pedra Dourada;15.27;15.76;12.2
MG;3149101;Pedralva;24.45;9.49;3.81
MG;3149150;Pedras de Maria da Cruz;49.76;38.9;13.08
MG;3149200;Pedrinópolis;7.65;3.42;2.33
MG;3149309;Pedro Leopoldo;12.47;3.65;1.99
MG;3149408;Pedro Teixeira;33.95;12.53;6.89
MG;3149507;Pequeri;18.4;4.97;0
MG;3149606;Pequi;9.55;10.91;0.6
MG;3149705;Perdigão;9.87;0.24;0
MG;3149804;Perdizes;8.83;2.82;1.04
MG;3149903;Perdões;11.05;2.8;0.69
MG;3149952;Periquito;35.25;17.51;8.22
MG;3150000;Pescador;36.74;19.57;9.21
MG;3150109;Piau;16.4;7.95;3.92
MG;3150158;Piedade de Caratinga;32.63;9.47;5.47
MG;3150208;Piedade de Ponte Nova;29.81;13.69;3.77
MG;3150307;Piedade do Rio Grande;42.41;17.73;5.46
MG;3150406;Piedade dos Gerais;22.3;16.84;5.59
MG;3150505;Pimenta;8.68;1.51;1.68
MG;3150539;Pingo-d'Água;48.11;17.36;4.59
MG;3150570;Pintópolis;47.02;43.58;24.76
MG;3150604;Piracema;42.21;17.59;3.31
MG;3150703;Pirajuba;4.65;2.79;3.63
MG;3150802;Piranga;59.03;35.76;14.38
MG;3150901;Piranguçu;27;6.2;3.07
MG;3151008;Piranguinho;21.5;4.76;1.82
MG;3151107;Pirapetinga;20.37;4.94;2.26
MG;3151206;Pirapora;20.08;13.06;2.91
MG;3151305;Piraúba;24.08;10.91;0.55
MG;3151404;Pitangui;10.79;4.11;1.67
MG;3151503;Piumhi;5.94;1.35;0.81
MG;3151602;Planura;2.6;5.13;1.35
MG;3151701;Poço Fundo;8.05;1.5;1.73
MG;3151800;Poços de Caldas;2.63;1.1;0.32
MG;3151909;Pocrane;37.68;18.81;7.88
MG;3152006;Pompéu;12.77;8.77;2.36
MG;3152105;Ponte Nova;15.4;6.43;2.73
MG;3152131;Ponto Chique;37.83;40.95;16.92
MG;3152170;Ponto dos Volantes;62.77;52.15;24.15
MG;3152204;Porteirinha;44.44;24.94;14.33
MG;3152303;Porto Firme;40.49;18.58;8.66
MG;3152402;Poté;51.37;29.74;12.27
MG;3152501;Pouso Alegre;3.99;2.17;0.83
MG;3152600;Pouso Alto;16.21;7.87;2.18
MG;3152709;Prados;28.7;8.94;1.32
MG;3152808;Prata;4.19;2.71;0.83
MG;3152907;Pratápolis;13.06;1.24;1.66
MG;3153004;Pratinha;7.21;2.02;4.61
MG;3153103;Presidente Bernardes;54.83;26.41;9.39
MG;3153202;Presidente Juscelino;44.38;27.39;8.81
MG;3153301;Presidente Kubitschek;38.85;18.47;12.27
MG;3153400;Presidente Olegário;18.4;9.43;3.67
MG;3153509;Alto Jequitibá;29.16;7.26;5.81
MG;3153608;Prudente de Morais;24.82;10.34;2.57
MG;3153707;Quartel Geral;21.47;10.63;3.62
MG;3153806;Queluzito;32.46;13.55;2.78
MG;3153905;Raposos;8.74;5.8;1.57
MG;3154002;Raul Soares;40.89;14.65;5.85
MG;3154101;Recreio;23.72;9.64;2.48
MG;3154150;Reduto;28.24;2.76;7.69
MG;3154200;Resende Costa;18.98;10.04;1.32
MG;3154309;Resplendor;23.11;8.39;6.1
MG;3154408;Ressaquinha;33.26;19.51;1.93
MG;3154457;Riachinho;39.76;32.33;16.98
MG;3154507;Riacho dos Machados;54.33;47;11.77
MG;3154606;Ribeirão das Neves;13.65;6.41;2.21
MG;3154705;Ribeirão Vermelho;16.28;3.43;0.91
MG;3154804;Rio Acima;14.57;4.32;1.93
MG;3154903;Rio Casca;33.42;10.79;3.5
