Sigla,Código,Município,PIB Municipal - preços de mercado (preços de 2010) (2000),PIB Municipal (valor adicionado a preços básicos) - indústria (preços de 2010) (2000),PIB Municipal (valor adicionado a preços básicos) - serviços (preços de 2010) (2000),PIB Municipal (valor adicionado a preços básicos) - agropecuária (preços de 2010) (2000),
AL,2700706,Batalha,97463.7547375198,11177.8274235326,43871.73882751,39491.1167448568,
AL,2700805,Belém,19673.3628313302,1492.5250296991,12315.7294723642,5692.6187542138,
AL,2700904,Belo Monte,31686.5938668987,2147.0481212372,14366.7433697229,14774.1568427132,
AL,2701001,Boca da Mata,160253.702910664,44526.7043794483,67537.6475939477,40637.4458583493,
AL,2701100,Branquinha,42989.0235569788,2531.4355938148,20295.0400105148,19856.6768840284,
AL,2701209,Cacimbinhas,42696.1824956504,3243.8826210973,23431.6214696884,15382.7904698993,
AL,2701308,Cajueiro,70616.959778173,12854.5604565341,39455.7628044191,16275.6529827692,
AL,2701357,Campestre,29950.6411212668,1487.752778241,13875.6574746442,14192.9354432735,
AL,2701407,Campo Alegre,165388.494230368,37838.3014054214,80346.0634941644,41552.1830716114,
AL,2701506,Campo Grande,29837.8182341461,3856.9476246373,17665.7461723966,7413.2885564344,
AL,2701605,Canapi,45409.7808421427,3457.3449321791,27359.2837475542,14013.4161657414,
AL,2701704,Capela,87093.3994845419,11018.0360104718,39385.635088456,34658.9525366575,
AL,2701803,Carneiros,15134.4166787798,1478.991610829,12062.089048013,1377.3431062615,
AL,2701902,Chã Preta,26839.5440266678,1729.8869747388,14478.4871952556,10327.6465371141,
AL,2702009,Coité do Nóia,41020.8919738512,2676.1133722909,21480.5607311805,16497.4723775303,
AL,2702108,Colônia Leopoldina,94892.0845941601,27500.5256855766,44844.8717837798,18733.947163508,
AL,2702207,Coqueiro Seco,17255.0684252301,1408.6697540781,11627.1437023722,3898.6292002865,
AL,2702306,Coruripe,527064.02523858,189121.754048013,178506.675302216,130915.065790958,
AL,2702355,Craíbas,73384.732434264,4694.9360180921,38330.5634324819,29517.5152811488,
AL,2702405,Delmiro Gouveia,236327.878965498,98876.4111501007,114092.132184847,6835.9003088281,
AL,2702504,Dois Riachos,30616.6207767359,2439.0200639227,20729.1410694738,6935.009180997,
AL,2702553,Estrela de Alagoas,39305.3781897622,3535.8929404501,27205.5197287191,7943.5096224107,
AL,2702603,Feira Grande,74642.8414925056,4864.3486874038,39487.9517985256,29403.5817281258,
AL,2702702,Feliz Deserto,17268.8682233206,1112.0542346427,9634.7377484172,6309.0089831075,
AL,2702801,Flexeiras,50284.5002595364,4432.545713584,25412.7875750105,19717.3334623146,
AL,2702900,Girau do Ponciano,137482.947969883,6616.1509966531,59961.5810167519,69327.5534189782,
AL,2703007,Ibateguara,47184.4127535661,5964.9147538013,26429.8482706953,13354.0124650961,
AL,2703106,Igaci,73229.7493918777,5787.5174802288,48203.6857512513,18270.5398753962,
AL,2703205,Igreja Nova,129441.634281993,34152.7823538574,50239.5431224559,40869.611151139,
AL,2703304,Inhapi,48759.6327290614,3708.9626804156,31245.1899538872,12901.2400287436,
AL,2703403,Jacaré dos Homens,38150.7710033762,1629.3717105838,15036.1159740763,20386.2387743067,
AL,2703502,Jacuípe,39646.293928031,1555.7584902445,12018.9694760635,25868.0296627799,
AL,2703601,Japaratinga,37036.172621433,11658.1385048887,15276.2320093615,8447.970914788,
AL,2703700,Jaramataia,28671.4655300986,2223.0090906383,13053.3561083334,12844.7405445934,
AL,2703759,Jequiá da Praia,,,,,
AL,2703809,Joaquim Gomes,70979.865346836,6904.2965598582,39485.1886784761,23477.1881185445,
AL,2703908,Jundiá,26894.1179050971,1472.1041277643,12695.4191893673,12524.2840849267,
AL,2704005,Junqueiro,104743.068090767,7400.913209938,50481.6818338557,45189.6590505493,
AL,2704104,Lagoa da Canoa,66463.2363550779,4643.314885598,39943.0290923705,20121.8506256452,
AL,2704203,Limoeiro de Anadia,62470.7152519316,5398.9966148321,42472.7783702727,13981.2723206553,
AL,2704302,Maceió,7399897.67979408,1417089.26982273,4922372.11127207,38321.4297856515,
AL,2704401,Major Isidoro,65183.999812732,5031.4429545171,38699.1464904624,19836.1453669936,
AL,2704500,Maragogi,93309.7084989287,7658.3551818083,54143.7978906864,28565.6700880058,
AL,2704609,Maravilha,34586.5944590858,2929.8350648788,25486.852285554,5676.2070852921,
AL,2704708,Marechal Deodoro,624341.639594723,336312.511198408,157219.948345491,39724.4965462958,
AL,2704807,Maribondo,47600.1336463132,4052.0862057828,34327.9628105275,7612.5153813786,
AL,2704906,Mar Vermelho,13083.1454320047,1010.4260471345,9444.7010065789,2499.2714316695,
AL,2705002,Mata Grande,71634.0836824864,5536.2473794496,45841.8863143993,19194.9954153031,
AL,2705101,Matriz de Camaragibe,118041.953601934,23874.5288450798,53847.4916420409,36066.0578771781,
AL,2705200,Messias,45858.9842484313,3091.3218236563,25416.3475752704,15883.4863339738,
AL,2705309,Minador do Negrão,22651.6292504106,1540.8954327231,12708.580128819,8207.3966169456,
AL,2705408,Monteirópolis,19044.5069578992,1672.0352774271,13711.1457314988,3447.0103214056,
AL,2705507,Murici,92255.3547123792,6266.541814503,51182.1892026889,33371.3927723977,
AL,2705606,Novo Lino,35910.7226724325,2517.6515978814,21216.603755664,11419.2053739384,
AL,2705705,Olho d'Água das Flores,114294.460747494,9828.715999738,78649.7312713997,5238.9907439243,
AL,2705804,Olho d'Água do Casado,25820.9234323276,1607.6098827427,14970.3586832896,9028.573772648,
AL,2705903,Olho d'Água Grande,14864.2946045253,1057.660952295,8509.2065311799,5081.9060146375,
AL,2706000,Olivença,23687.151380544,2280.5176553948,17368.0132147059,3732.7629865286,
AL,2706109,Ouro Branco,23946.4038281331,2172.121629726,18626.4834651108,2729.5494954058,
AL,2706208,Palestina,12676.8742292309,1076.1427038028,8660.6137711493,2806.2328491335,
AL,2706307,Palmeira dos Índios,346138.236075543,74628.2132098904,219064.600190905,27312.6064327958,
AL,2706406,Pão de Açúcar,79869.7052095458,10871.2723472524,46763.3913658219,19508.2348040561,
AL,2706422,Pariconha,34449.7274611418,2270.4065322723,18015.0393114038,13857.6994517732,
AL,2706448,Paripueira,38771.0508203789,7140.0940913405,24198.1051020573,6227.1786410522,
AL,2706505,Passo de Camaragibe,68384.893794039,5313.8794240904,28774.6197544969,33148.7494080141,
AL,2706604,Paulo Jacinto,26792.3362109194,2658.2117856955,15907.5394746011,7777.2032057037,
AL,2706703,Penedo,263180.757755346,37716.2455436253,165660.828606622,46351.3410884347,
AL,2706802,Piaçabuçu,57980.3675049583,5411.7421832959,37767.7425163133,13566.1699694879,
AL,2706901,Pilar,134860.995362484,30878.2570926029,71071.5494625974,25116.1607683201,
AL,2707008,Pindoba,13110.6118385756,769.3483377144,8863.030374386,3372.1509881028,
AL,2707107,Piranhas,56886.8808049622,8627.4834199671,39834.0100102199,6390.0740492667,
AL,2707206,Poço das Trincheiras,30154.3873631549,2681.422897092,22254.469119957,5017.7469991735,
AL,2707305,Porto Calvo,142134.152646799,13019.0225357571,65805.3654636758,57807.7199083337,
AL,2707404,Porto de Pedras,45953.9055489566,2286.0687274551,19688.9595604333,23623.2113378291,
AL,2707503,Porto Real do Colégio,62819.7871607387,5062.7808895887,38954.2903771934,17495.1144795336,
AL,2707602,Quebrangulo,36423.1234200501,3438.9060722407,24267.0363689794,7502.1305413604,
AL,2707701,Rio Largo,427703.185416461,141039.744906786,181173.120011785,73775.4791463673,
AL,2707800,Roteiro,33113.3141993396,1657.7952763875,13252.3617030777,17987.4329428697,
AL,2707909,Santa Luzia do Norte,80239.5411528429,42910.9405836182,22062.5948129877,4991.1339090886,
AL,2708006,Santana do Ipanema,140952.011330311,14237.3959411294,104144.112156108,14191.4026340304,
AL,2708105,Santana do Mundaú,139747.338395184,2637.2513529667,31097.6068359472,105671.591557414,
AL,2708204,São Brás,22578.8603167531,3774.9479737554,14765.7862143279,3087.7753681025,
AL,2708303,São José da Laje,124880.267125903,33520.953417432,50036.7134056823,35983.7489555064,
AL,2708402,São José da Tapera,63430.9378458131,5572.8767797141,45086.0081869264,11784.3435616611,
AL,2708501,São Luís do Quitunde,271310.789268355,70458.6311933737,81029.5632270063,95542.5487887628,
AL,2708600,São Miguel dos Campos,602096.915890824,199026.225589109,210228.225798173,142217.163635738,
AL,2708709,São Miguel dos Milagres,23125.5156261613,1688.3927675243,13857.4217852977,7103.5956232351,
AL,2708808,São Sebastião,105004.812764284,7397.0529686923,58679.6716523974,36399.1063986392,
AL,2708907,Satuba,34315.9509136454,4403.760955617,24504.2335200946,4075.4463089467,
AL,2708956,Senador Rui Palmeira,23068.3569663131,2220.5891031439,18203.3513606622,2438.1057962592,
AL,2709004,Tanque d'Arca,18705.9908900656,1513.0249424195,11837.4252649657,5159.1334140612,
AL,2709103,Taquarana,50998.1143889967,4658.5639672439,35182.2274258427,9970.7683626768,
AL,2709152,Teotônio Vilela,123814.612539544,23372.8645345173,70145.2179808921,25278.8191441774,
AL,2709202,Traipu,70624.0910659479,5540.2317805014,39800.9270655091,24496.5085227012,
AL,2709301,União dos Palmares,301222.746708928,53186.9456711791,152766.216454076,70076.8465618232,
AL,2709400,Viçosa,87612.9653816998,9417.1443019672,57132.690131722,18100.9624121599,
AM,1300029,Alvarães,72931.4114373134,3141.4643257317,31907.9414543964,31791.5969436831,
AM,1300060,Amaturá,24058.490786221,1982.5747547592,18177.6028743182,3132.7911989096,
AM,1300086,Anamã,24832.6813563751,1747.4273691709,16959.6606420909,5112.151343415,
AM,1300102,Anori,35059.4762691322,3299.1833987554,27777.347874461,3287.3340383469,
AM,1300144,Apuí,54739.8123666658,4020.6150811009,34767.1499066365,13284.9457511128,
AM,1300201,Atalaia do Norte,39581.7488884425,2936.6232200986,30682.0439647715,4994.2017850259,
AM,1300300,Autazes,97200.9851812402,6758.6503348941,60124.2935714337,25308.8026086365,
AM,1300409,Barcelos,79260.0873337146,6223.8443858944,51068.4971969252,18379.2135675405,
AM,1300508,Barreirinha,75368.8083939521,5861.5528439091,53464.9146451821,13423.5961353632,
AM,1300607,Benjamin Constant,84852.3172410306,6851.1155287087,59529.6425958709,15114.8197464677,
AM,1300631,Beruri,40390.7719278486,2937.2462765803,28495.9419408733,7532.2991168033,
AM,1300680,Boa Vista do Ramos,36617.6953809894,2758.7360796545,24570.9095934468,7768.0131225978,
AM,1300706,Boca do Acre,108216.558312648,7889.6897326223,67756.6542047368,27037.5089364914,
AM,1300805,Borba,86784.1219223305,8715.7791017461,64688.3380644341,10789.751275987,
AM,1300839,Caapiranga,28776.254149036,2294.1075105404,21865.914392795,3877.3933585333,
AM,1300904,Canutama,39187.1306478384,2832.0264844979,26539.0344042214,8240.982973234,
AM,1301001,Carauari,86111.3608839948,6899.5988042838,58739.4150936645,16818.0868587684,
AM,1301100,Careiro,91979.3813250786,7106.9118187848,61940.6792969389,17924.0572629099,
AM,1301159,Careiro da Várzea,74387.4899202806,4166.5231703834,41394.0418552469,24219.2371010636,
AM,1301209,Coari,870517.228752849,635976.62116704,169867.852705771,50067.301867015,
AM,1301308,Codajás,56342.2323695115,5140.0105464635,40509.9788864563,8838.6499033607,
AM,1301407,Eirunepé,112651.652688434,7502.304365089,72178.5898985227,27270.204730271,
AM,1301506,Envira,56991.9741797875,4773.4366198916,42685.0690642747,7990.4646036447,
AM,1301605,Fonte Boa,111552.391428727,7865.5733833664,67043.2500182214,30799.1379492237,
AM,1301654,Guajará,49568.7663835675,3250.12447317,30415.7708445076,13341.5671376181,
AM,1301704,Humaitá,120453.872966351,13337.5669344091,88994.4712276438,13634.2975838465,
AM,1301803,Ipixuna,46685.9924001206,3746.4905461864,32091.5963821987,9116.7249775617,
AM,1301852,Iranduba,138580.667390543,14559.7080255353,93986.4561957672,23091.1098151523,
AM,1301902,Itacoatiara,356895.832219189,45512.6935192819,239480.621516529,51167.7753779207,
AM,1301951,Itamarati,45905.4516202448,2370.4228997517,32729.5114065764,9138.2520304966,
AM,1302009,Itapiranga,23054.7084174409,2248.5476340373,18350.2120942755,1961.8694139958,
AM,1302108,Japurá,26390.9185278405,2586.6867075504,22211.4488758524,1288.7358962416,
AM,1302207,Juruá,23355.9088198996,1781.6232372349,17745.3461528433,3122.6033224524,
AM,1302306,Jutaí,80411.2157880775,5707.1815707493,50144.4841174183,20655.0695865772,
AM,1302405,Lábrea,99246.6398898754,8734.3940428641,73858.0837941228,13538.3468856558,
AM,1302504,Manacapuru,287745.676073783,28031.2456482286,199184.913108621,47426.777210068,
AM,1302553,Manaquiri,39817.785709733,3258.5447654778,29588.3856984978,5854.6631033934,
AM,1302603,Manaus,31816696.0471515,11769269.9674851,14787529.2421169,20271.4473898957,
AM,1302702,Manicoré,145115.369554363,10196.278689857,88726.2092930305,38252.2795459804,
AM,1302801,Maraã,51270.3562097598,4113.8342635565,36456.5336951589,9048.8389104623,
AM,1302900,Maués,141421.852353832,14450.1178082764,106703.883275137,15622.5836896885,
AM,1303007,Nhamundá,54633.8837349628,4152.9423450419,38629.5108988218,9880.325844977,
AM,1303106,Nova Olinda do Norte,99976.634083943,6373.2876434756,56697.0201443035,30662.2190299063,
AM,1303205,Novo Airão,32760.7432414501,3138.0939513576,24698.9206110359,4035.2794829325,
AM,1303304,Novo Aripuanã,87684.9103457347,5499.2048656482,43962.522220314,31967.1069882022,
AM,1303403,Parintins,326728.385501878,29009.6294355729,230686.840709659,54345.5327437149,
AM,1303502,Pauini,57876.0552081863,4358.1581875445,43260.9628793051,8004.7520111557,
AM,1303536,Presidente Figueiredo,180985.065311943,15565.079639834,88375.0582718331,59794.9540419999,
AM,1303569,Rio Preto da Eva,62692.4375762988,5219.7324292653,44403.000578407,10286.0101104853,
AM,1303601,Santa Isabel do Rio Negro,37425.151749387,2718.971079922,26663.9188521466,6719.6122343903,
AM,1303700,Santo Antônio do Içá,69984.8418880169,6935.1784898236,53368.1444922707,8182.3863170854,
AM,1303809,São Gabriel da Cachoeira,100761.096056242,8851.7318320266,74405.3373280516,13876.9035876077,
AM,1303908,São Paulo de Olivença,79552.5762326839,5831.4429621928,51556.8831805829,18631.8720006976,
AM,1303957,São Sebastião do Uatumã,31286.074649326,2096.6595570005,24511.1435776694,3214.1655358586,
AM,1304005,Silves,41913.4316712251,2187.8492909883,21293.9801468551,15203.3073115835,
AM,1304062,Tabatinga,131238.560779698,12287.9176757872,110526.328018371,5517.901075003,
AM,1304104,Tapauá,54563.1600519302,5038.9692962207,42196.8275574823,6206.9586522583,
AM,1304203,Tefé,265508.914399633,19826.4157530937,162295.501892956,67980.2727879615,
AM,1304237,Tonantins,46650.6271724278,3799.7551030237,33010.5979204392,8263.4175214793,
AM,1304260,Uarini,53182.7603569864,2632.4745866066,28875.7377580745,18235.7186933993,
AM,1304302,Urucará,69510.063819113,5199.2076845836,46139.9736919003,15108.5192006684,
AM,1304401,Urucurituba,45827.1970806065,3336.4584300119,29299.6125639089,11003.8547031587,
AP,1600055,Serra do Navio,51855.3836716206,19550.5868426585,26271.5400029552,4365.8448082706,
AP,1600105,Amapá,63925.1683701638,4372.711974276,45461.4651832654,12708.0518852801,
AP,1600154,Pedra Branca do Amaparí,40309.9890430669,1803.1164284046,22807.6755522278,14543.3821397524,
AP,1600204,Calçoene,54946.1072707564,4263.1172421152,40436.5214302374,9068.8376690561,
AP,1600212,Cutias,31466.011555297,1327.401517327,19737.3728550268,10098.7048843822,
AP,1600238,Ferreira Gomes,30643.8072593801,1899.9836517098,24141.6349647704,4059.5019323863,
AP,1600253,Itaubal,20197.4233134706,1161.6323739629,15853.8414871678,3044.4797149734,
AP,1600279,Laranjal do Jari,207605.469538211,16888.2078023785,173950.904367207,11718.1280083171,
AP,1600303,Macapá,3491502.30167346,314329.01521174,2918045.96261041,31302.1477005946,
AP,1600402,Mazagão,86031.417770993,5152.4423292354,67105.0612846237,12591.7660682934,
AP,1600501,Oiapoque,106400.504432443,6733.8680375871,85476.1728604503,9587.7060138485,
AP,1600535,Porto Grande,127792.040325164,27248.0410761481,68425.0561051512,30515.7578651237,
AP,1600550,Pracuúba,21062.2618293675,939.4043805671,14301.1418430566,5665.6625315736,
AP,1600600,Santana,869058.05078963,249406.602050952,574862.769425709,10125.1622103468,
AP,1600709,Tartarugalzinho,52607.309002356,3129.265060415,38909.1345844231,9774.6658499454,
AP,1600808,Vitória do Jari,65489.2568546753,3649.8468105322,55275.2571743045,5296.4767341706,
BA,2900108,Abaíra,29280.7583329827,2328.3778744881,15962.9305503,10427.5680916506,
BA,2900207,Abaré,29857.3361556725,4164.8097650586,22085.7111114413,2707.7966973687,
BA,2900306,Acajutiba,55071.7411924205,4245.9719016117,31646.4044663742,17616.8475258337,
BA,2900355,Adustina,62466.8098616655,3848.4257470335,30841.799258616,26534.0364076612,
BA,2900405,Água Fria,37549.7856202489,3697.9937259052,24796.1964329759,8334.7394290325,
BA,2900504,Érico Cardoso,24259.9141110086,2843.3453439165,17880.2017619276,3094.3422931222,
BA,2900603,Aiquara,19782.7476205461,1516.2011760059,11285.6207097788,6622.4221955891,
BA,2900702,Alagoinhas,894375.433969597,186765.465049103,465883.352947031,43934.4643615757,
BA,2900801,Alcobaça,147925.74482612,8677.3911471363,63013.8060461779,72463.3086510781,
BA,2900900,Almadina,23436.0415587872,2070.0148626013,15283.6680530242,5754.427763165,
BA,2901007,Amargosa,114100.746617943,14606.8210283407,77849.4219929341,14118.225101738,
BA,2901106,Amélia Rodrigues,95690.9265294621,24928.9164933945,54682.1096611215,7342.7364396793,
BA,2901155,América Dourada,45144.5077726811,4603.9607419513,26080.5190124718,13632.618040287,
BA,2901205,Anagé,70258.1605129169,7289.5125169604,50803.8584712003,10356.1333115464,
BA,2901304,Andaraí,29444.8140710219,3490.3014596327,19302.9151188065,6018.007744361,
BA,2901353,Andorinha,45512.6551426145,14927.1962197706,26063.9448070766,3103.2772842628,
BA,2901403,Angical,88918.9752931531,3877.8155018742,32327.1501089708,51649.4657618505,
BA,2901502,Anguera,20749.7538547453,2406.916852955,15294.8943569509,2614.7987451132,
BA,2901601,Antas,39389.1183353812,3904.0719146978,26972.9548670987,7093.3738850127,
BA,2901700,Antônio Cardoso,32585.2693161473,3183.1391290279,24216.9819074938,3809.7127194767,
BA,2901809,Antônio Gonçalves,32694.2883982979,2854.5603605881,18663.1106079243,10344.3087830991,
BA,2901908,Aporá,42804.5920660253,4300.6721972982,27072.738717123,10604.5748261965,
BA,2901957,Apuarema,30186.1316394102,2288.5293490678,17546.3044388827,9734.0723656883,
BA,2902005,Aracatu,35426.1314639408,3841.3215486709,25932.1119249092,4869.5408247518,
BA,2902054,Araças,43288.9101229434,19442.9538354347,18176.607338418,4466.9763565542,
BA,2902104,Araci,116269.091532111,22253.3336220935,76550.6404396497,11822.7653780362,
BA,2902203,Aramari,40534.2329402244,2613.0988844945,17047.4393675861,20233.2355164656,
BA,2902252,Arataca,33651.88106174,2913.1050953632,20217.8916218768,10092.8851756505,
BA,2902302,Aratuípe,23233.0244735789,2135.2190778879,14582.3457443725,6165.5728026928,
BA,2902401,Aurelino Leal,48567.2301785532,4569.2546899565,32389.8508110752,10457.3009790464,
BA,2902500,Baianópolis,57150.216981448,3069.8173452316,25984.0423281931,27205.4294306783,
BA,2902609,Baixa Grande,51451.1328875105,5548.8529859501,38171.6953168886,6173.1984722413,
BA,2902658,Banzaê,22952.7348399265,2812.4430968919,16047.9642153539,3562.4360495534,
BA,2902708,Barra,95653.2451570219,11302.5403051802,71162.5766601116,11231.8188795986,
BA,2902807,Barra da Estiva,101074.330930093,6370.3484422464,47468.6755010152,45101.8442058377,
BA,2902906,Barra do Choça,144382.632557305,11662.1274208425,76341.9955290464,53708.3152717026,
BA,2903003,Barra do Mendes,37963.4838368813,3655.7071533824,24735.2588001187,8914.4596235433,
BA,2903102,Barra do Rocha,23706.7009063847,2362.8965580481,16828.3402013052,4212.457783756,
BA,2903201,Barreiras,2170613.87367422,435620.607934875,1010380.93423325,515274.541460945,
BA,2903235,Barro Alto,30555.2677728908,3074.1403639365,20109.5407452284,6957.8929619955,
BA,2903276,Barrocas,,,,,
BA,2903300,Governador Lomanto Júnior,19618.3239179905,2157.9019457455,12548.2785318274,4536.9844276133,
BA,2903409,Belmonte,77086.5773716109,7947.0357609053,44615.8736947724,22117.5163388743,
BA,2903508,Belo Campo,43400.8842084803,4692.1525809833,30895.8223189963,6432.7872800325,
BA,2903607,Biritinga,33294.4069202332,5880.7050583701,21676.4736180261,4362.1245289882,
BA,2903706,Boa Nova,44013.9898461387,4907.3350697431,30573.2054787026,7596.4603897182,
BA,2903805,Boa Vista do Tupim,48862.9652920904,4963.2769634911,31525.5585983254,11327.5731795506,
BA,2903904,Bom Jesus da Lapa,268620.228209531,24842.3522765485,160658.725743024,65688.3978964807,
BA,2903953,Bom Jesus da Serra,20698.4419930411,2348.1960370003,15847.6402692135,2286.8091713899,
BA,2904001,Boninal,33784.0435317565,3360.2858255371,23746.657789454,5284.5799672906,
BA,2904050,Bonito,109167.913638919,3928.7435969048,35050.9182723121,68239.2769159382,
BA,2904100,Boquira,53357.5999385523,6369.6305728218,38533.8220649494,6337.7034430337,
BA,2904209,Botuporã,36527.9075240856,3111.8239938278,26279.6577968262,6436.5346487271,
BA,2904308,Brejões,86138.2268085941,5299.5829867753,38162.9792984971,39944.81925103,
BA,2904407,Brejolândia,47072.2783890067,2355.1873628119,19969.917399588,24158.4349152677,
BA,2904506,Brotas de Macaúbas,33341.3957632325,3341.9056593252,22628.6483990182,6684.3508494444,
BA,2904605,Brumado,383820.001312275,110167.483604094,223748.903614688,9749.946761267,
BA,2904704,Buerarema,88768.8706024228,7095.2159650457,65332.9735205009,6459.2942699194,
BA,2904753,Buritirama,38552.0080903735,4354.4288784581,28977.3027369541,4776.0733226839,
BA,2904803,Caatiba,39195.0339838624,3587.3695960788,24540.6710370223,10602.678567339,
BA,2904852,Cabaceiras do Paraguaçu,35873.4205517637,3665.9627533702,22866.6537175989,8830.8142908673,
BA,2904902,Cachoeira,138814.539316304,15694.5692878418,85904.9914840205,29766.0628959969,
BA,2905008,Caculé,68635.0622587201,8486.6591103836,43154.3524973938,12615.2435589103,
BA,2905107,Caém,37533.033076223,3236.929671953,24083.2505090178,8884.9524812496,
BA,2905156,Caetanos,25618.4345906581,2871.8930695263,18300.1350582797,4095.0567859649,
BA,2905206,Caetité,147431.778423539,18105.3892736118,102439.054885148,20683.4005968891,
BA,2905305,Cafarnaum,44177.1155143573,4072.8705573319,27107.2257963687,11905.4038875569,
BA,2905404,Cairu,99258.7104804839,4926.9816659777,32436.3272126928,60142.5224884272,
BA,2905503,Caldeirão Grande,24082.5913333197,2613.3855807742,16146.4726055513,4742.0625656036,
BA,2905602,Camacan,107599.730138256,11537.1978238969,84078.729410299,4036.7332813899,
BA,2905701,Camaçari,11504936.7042303,5527975.41973341,3235628.31916303,10921.6270497238,
BA,2905800,Camamu,122305.969309556,17846.3828881841,71406.0201782016,27607.5175767104,
BA,2905909,Campo Alegre de Lourdes,88055.8321229728,6888.5124623203,53326.9821303563,25943.0425027522,
BA,2906006,Campo Formoso,249066.769889174,55496.7447237655,136311.723686532,40642.3264674564,
BA,2906105,Canápolis,24921.613639342,2316.6481589837,15950.593580471,6279.4092853219,
BA,2906204,Canarana,66554.2409780819,6006.3841290546,41522.9039318708,16986.7365096351,
BA,2906303,Canavieiras,103112.497673692,11815.3248194714,66678.2337328539,20320.1202913566,
BA,2906402,Candeal,21583.5275871441,2444.6049977483,15482.1341169744,3283.4286480808,
BA,2906501,Candeias,1934577.92150239,981998.93261776,630658.028185218,7363.6472084856,
BA,2906600,Candiba,32177.6571874671,3294.2124916074,21093.0670059982,6885.8215807035,
BA,2906709,Cândido Sales,77285.0028014427,8633.4950120356,52875.5506199101,13183.696815376,
BA,2906808,Cansanção,73424.7434961578,8773.1567343434,53080.9086818271,8347.5075720065,
BA,2906824,Canudos,49658.6987173367,9084.0235420735,27000.6357315166,12500.5627895995,
BA,2906857,Capela do Alto Alegre,38070.6360070376,5572.9061265774,23717.0400320603,6873.9496457847,
BA,2906873,Capim Grosso,67917.6939882121,8903.5651649166,48214.0271343779,7216.7751876172,
BA,2906899,Caraíbas,34878.333884316,3981.8411023666,25484.7618859087,4962.7690370114,
BA,2906907,Caravelas,193832.787949335,8295.2701553837,70582.0889322537,109609.035370553,
BA,2907004,Cardeal da Silva,40984.2603161356,14343.383266559,15447.9698532247,10556.475317295,
BA,2907103,Carinhanha,62496.7414047511,7140.0150805547,43837.6400298399,10360.4405280942,
BA,2907202,Casa Nova,175241.850307998,19880.0979383699,106164.30733213,43993.3093373366,
BA,2907301,Castro Alves,69465.9893453816,7953.1940872902,50364.5404429321,7737.7136149957,
BA,2907400,Catolândia,14252.1280664916,888.0857465098,7533.1253438769,5634.4487563081,
BA,2907509,Catu,326281.737530145,117291.315018281,166688.815365248,8770.3710397836,
