Sigla	Código	Município	1991	2000	2010
MG	3112653	Capitão Andrade	71.66	46.44	24.92
MG	3112703	Capitão Enéas	70.87	58.38	33.63
MG	3112802	Capitólio	30.55	8.49	3.88
MG	3112901	Caputira	75.03	35.81	36.32
MG	3113008	Caraí	79.33	67.41	44.85
MG	3113107	Caranaíba	75.09	53.84	32.43
MG	3113206	Carandaí	56.39	38.03	15.75
MG	3113305	Carangola	44.53	19.89	10.84
MG	3113404	Caratinga	51.27	27.44	14.04
MG	3113503	Carbonita	69.98	53.03	21.33
MG	3113602	Careaçu	41.72	19.11	5.73
MG	3113701	Carlos Chagas	68.39	46.92	23.12
MG	3113800	Carmésia	65.9	49.52	20
MG	3113909	Carmo da Cachoeira	40.01	23.28	9.56
MG	3114006	Carmo da Mata	55.83	16.49	4.64
MG	3114105	Carmo de Minas	61.01	25.59	14.55
MG	3114204	Carmo do Cajuru	38.65	16.29	5.21
MG	3114303	Carmo do Paranaíba	32.31	15.43	6.65
MG	3114402	Carmo do Rio Claro	36.54	50.61	8.02
MG	3114501	Carmópolis de Minas	57.32	27.47	7.67
MG	3114550	Carneirinho	39.1	21.32	4.3
MG	3114600	Carrancas	60.24	35.47	14.88
MG	3114709	Carvalhópolis	46.88	21	7.69
MG	3114808	Carvalhos	56.94	33.81	19.9
MG	3114907	Casa Grande	78.34	33.03	17.97
MG	3115003	Cascalho Rico	29.57	16.41	2.88
MG	3115102	Cássia	33.48	14.05	4.91
MG	3115201	Conceição da Barra de Minas	76.27	37.03	11.85
MG	3115300	Cataguases	38.26	17.48	8.03
MG	3115359	Catas Altas	34.88	28.45	7.73
MG	3115409	Catas Altas da Noruega	79.51	59.83	31.51
MG	3115458	Catuji	84.05	72.64	50.15
MG	3115474	Catuti	85.7	65.34	37.89
MG	3115508	Caxambu	45.06	19.39	7.91
MG	3115607	Cedro do Abaeté	59.85	27.89	11.92
MG	3115706	Central de Minas	62.65	42.57	19.16
MG	3115805	Centralina	36.06	56.54	8.77
MG	3115904	Chácara	45.75	30.04	14.64
MG	3116001	Chalé	64.57	31.95	18.56
MG	3116100	Chapada do Norte	63.86	51.74	34.05
MG	3116159	Chapada Gaúcha	75.64	65.39	35.32
MG	3116209	Chiador	57.5	33.49	7.74
MG	3116308	Cipotânea	85.28	64.83	33.54
MG	3116407	Claraval	28.99	22.96	7.04
MG	3116506	Claro dos Poções	75.56	50.07	20.98
MG	3116605	Cláudio	45.88	15.69	4.5
MG	3116704	Coimbra	62.07	28.96	14.96
MG	3116803	Coluna	76.89	62.32	34.48
MG	3116902	Comendador Gomes	20.28	26.35	7.2
MG	3117009	Comercinho	85.93	72.55	38.84
MG	3117108	Conceição da Aparecida	48.61	11.89	11.07
MG	3117207	Conceição das Pedras	37.56	21.51	16.93
MG	3117306	Conceição das Alagoas	26.83	14.76	4.76
MG	3117405	Conceição de Ipanema	73.59	31.96	20.41
MG	3117504	Conceição do Mato Dentro	69.62	58.73	25.13
MG	3117603	Conceição do Pará	42.82	36.14	4.69
MG	3117702	Conceição do Rio Verde	50.15	21.96	12.18
MG	3117801	Conceição dos Ouros	43.78	15.78	8.36
MG	3117836	Cônego Marinho	83.87	75.41	42.33
MG	3117876	Confins	31.28	20.08	5.7
MG	3117900	Congonhal	33.95	23.04	8.81
MG	3118007	Congonhas	31.83	21.83	6.67
MG	3118106	Congonhas do Norte	83.21	62.96	37.79
MG	3118205	Conquista	47.9	17.84	5.23
MG	3118304	Conselheiro Lafaiete	32.14	17.89	5.95
MG	3118403	Conselheiro Pena	61.21	35.47	20.52
MG	3118502	Consolação	46.84	35.15	13.17
MG	3118601	Contagem	22.25	13.94	4.81
MG	3118700	Coqueiral	51.55	20.13	13.64
MG	3118809	Coração de Jesus	75.76	59.48	35.73
MG	3118908	Cordisburgo	54.08	34.91	15.81
MG	3119005	Cordislândia	47.12	21.09	10.4
MG	3119104	Corinto	49.51	33.41	18.29
MG	3119203	Coroaci	77.44	45.72	29.36
MG	3119302	Coromandel	34.38	14.59	3.75
MG	3119401	Coronel Fabriciano	31.94	19.13	7.92
MG	3119500	Coronel Murta	79.05	59.18	36.56
MG	3119609	Coronel Pacheco	49.12	21.38	8.94
MG	3119708	Coronel Xavier Chaves	57.74	33.56	16.3
MG	3119807	Córrego Danta	43.85	16.69	7.99
MG	3119906	Córrego do Bom Jesus	39.24	33.16	8.77
MG	3119955	Córrego Fundo	43.32	16.07	4.37
MG	3120003	Córrego Novo	71.53	46.62	21.98
MG	3120102	Couto de Magalhães de Minas	64.09	46.08	26.08
MG	3120151	Crisólita	76.98	62.23	35.67
MG	3120201	Cristais	48.34	15.42	7.92
MG	3120300	Cristália	75.65	64.29	46.63
MG	3120409	Cristiano Otoni	57.13	33.47	15.04
MG	3120508	Cristina	44.76	33.78	14.64
MG	3120607	Crucilândia	59.48	20.54	14.22
MG	3120706	Cruzeiro da Fortaleza	28.33	11.33	8.98
MG	3120805	Cruzília	49.98	28.55	11.26
MG	3120839	Cuparaque	58.01	38.03	20.18
MG	3120870	Curral de Dentro	69.1	66.75	39.98
MG	3120904	Curvelo	46.68	25.61	12.1
MG	3121001	Datas	65.3	63.08	24.02
MG	3121100	Delfim Moreira	53.19	37.31	16.69
MG	3121209	Delfinópolis	37.55	19.77	3.6
MG	3121258	Delta	15.83	15.4	5.63
MG	3121308	Descoberto	53.98	23.27	13.08
MG	3121407	Desterro de Entre Rios	70.78	52.37	22.07
MG	3121506	Desterro do Melo	71.24	56.09	24.83
MG	3121605	Diamantina	50.54	35.18	16.65
MG	3121704	Diogo de Vasconcelos	70.84	63.16	33.72
MG	3121803	Dionísio	68.85	43.29	13.98
MG	3121902	Divinésia	76.31	34.06	11.13
MG	3122009	Divino	55.31	33.67	23.79
MG	3122108	Divino das Laranjeiras	70.89	38.63	19.09
MG	3122207	Divinolândia de Minas	71.91	55.35	23.81
MG	3122306	Divinópolis	24.71	9.77	2.67
MG	3122355	Divisa Alegre	68.43	54.47	30.54
MG	3122405	Divisa Nova	51.14	17.8	9.21
MG	3122454	Divisópolis	69.14	55.89	32.95
MG	3122470	Dom Bosco	54.55	44.26	18.86
MG	3122504	Dom Cavati	54.83	31.96	13.21
MG	3122603	Dom Joaquim	72.87	56.14	28.58
MG	3122702	Dom Silvério	60.64	30.04	8.82
MG	3122801	Dom Viçoso	48.79	32.86	19.91
MG	3122900	Dona Eusébia	50.17	27.44	5.57
MG	3123007	Dores de Campos	58.02	22.25	6.64
MG	3123106	Dores de Guanhães	74.33	49.66	27.63
MG	3123205	Dores do Indaiá	40.78	21.49	6.62
MG	3123304	Dores do Turvo	69.97	50.69	28.52
MG	3123403	Doresópolis	39.94	13.22	11.8
MG	3123502	Douradoquara	43.77	12.47	4.33
MG	3123528	Durandé	75.42	34.04	18.62
MG	3123601	Elói Mendes	28.14	13.06	10.46
MG	3123700	Engenheiro Caldas	60.11	40.55	21.72
MG	3123809	Engenheiro Navarro	70.23	50.89	22.65
MG	3123858	Entre Folhas	82.44	37.78	23.07
MG	3123908	Entre Rios de Minas	61.6	32.09	15.36
MG	3124005	Ervália	66.33	48.44	17.66
MG	3124104	Esmeraldas	53.94	31.57	14.04
MG	3124203	Espera Feliz	57.39	23.98	17.27
MG	3124302	Espinosa	71.89	56.9	29.03
MG	3124401	Espírito Santo do Dourado	34.19	15.79	8.25
MG	3124500	Estiva	30.48	14.95	4.87
MG	3124609	Estrela Dalva	61.24	30.19	12.53
MG	3124708	Estrela do Indaiá	46.7	19.56	8.82
MG	3124807	Estrela do Sul	43.25	26.19	5.45
MG	3124906	Eugenópolis	59.41	28.8	15.77
MG	3125002	Ewbank da Câmara	51.63	24.66	8.51
MG	3125101	Extrema	23.71	11.51	2.36
MG	3125200	Fama	39.31	16.6	7.5
MG	3125309	Faria Lemos	61.67	28.64	13
MG	3125408	Felício dos Santos	86.88	60.82	37.83
MG	3125507	São Gonçalo do Rio Preto	73.64	55.53	25.76
MG	3125606	Felisburgo	76.96	62.45	35.86
MG	3125705	Felixlândia	53.45	39.79	12.69
MG	3125804	Fernandes Tourinho	76	51.46	21.27
MG	3125903	Ferros	75.81	50.89	27.17
MG	3125952	Fervedouro	74.28	42.43	31.07
MG	3126000	Florestal	33.45	22.4	6.58
MG	3126109	Formiga	41.69	15.85	4.91
MG	3126208	Formoso	66.92	52.8	30.59
MG	3126307	Fortaleza de Minas	43.95	20.08	9.29
MG	3126406	Fortuna de Minas	52.52	29.67	10.45
MG	3126505	Francisco Badaró	89.26	52.57	33
MG	3126604	Francisco Dumont	62.88	64.46	24.43
MG	3126703	Francisco Sá	71.42	57.2	31.55
MG	3126752	Franciscópolis	83.55	75.73	35.93
MG	3126802	Frei Gaspar	88.01	65.43	30.53
MG	3126901	Frei Inocêncio	59.28	40.32	21.44
MG	3126950	Frei Lagonegro	82.24	68.34	50.13
MG	3127008	Fronteira	16.66	12.73	4.51
MG	3127057	Fronteira dos Vales	76.26	75.55	35
MG	3127073	Fruta de Leite	90.43	75.26	38.78
MG	3127107	Frutal	24.36	13.72	5.28
MG	3127206	Funilândia	58.73	40.45	20.55
MG	3127305	Galiléia	67.09	36.61	17.06
MG	3127339	Gameleiras	84.99	71.93	43.87
MG	3127354	Glaucilândia	69.26	57.31	28.58
MG	3127370	Goiabeira	65.27	44.6	22.82
MG	3127388	Goianá	50.13	25.91	11.13
MG	3127404	Gonçalves	46.78	18.62	10.76
MG	3127503	Gonzaga	66.66	65.1	39.93
MG	3127602	Gouveia	53.82	44.93	20.51
MG	3127701	Governador Valadares	33.31	22.08	9.97
MG	3127800	Grão Mogol	65.38	60.93	32.35
MG	3127909	Grupiara	35.96	23.68	5.37
MG	3128006	Guanhães	53.45	40.65	18.2
MG	3128105	Guapé	50.53	22.27	7.41
MG	3128204	Guaraciaba	78.78	58.29	23.01
MG	3128253	Guaraciama	79.7	59.94	23.9
MG	3128303	Guaranésia	30.51	16.05	5.77
MG	3128402	Guarani	52.81	28.79	12.13
MG	3128501	Guarará	48.35	18.48	11.42
MG	3128600	Guarda-Mor	39.18	17.55	10.15
MG	3128709	Guaxupé	22.34	12.59	4.21
MG	3128808	Guidoval	57.73	25.32	6.56
MG	3128907	Guimarânia	37.26	20.16	9.63
MG	3129004	Guiricema	62.37	37.69	13.1
MG	3129103	Gurinhatã	45.07	27.88	10.42
MG	3129202	Heliodora	61.99	28.39	8.98
MG	3129301	Iapu	55.94	43.98	19.37
MG	3129400	Ibertioga	63.51	43.53	22.03
MG	3129509	Ibiá	32.16	14.02	6.28
MG	3129608	Ibiaí	70.36	61.1	36.3
MG	3129657	Ibiracatu	87.11	73.15	44.38
MG	3129707	Ibiraci	23.42	15.63	3.99
MG	3129806	Ibirité	43.22	24.46	7.9
MG	3129905	Ibitiúra de Minas	21.92	12.97	12.15
MG	3130002	Ibituruna	47.3	28.99	11.53
MG	3130051	Icaraí de Minas	79.56	75.73	37.63
MG	3130101	Igarapé	44.8	25.17	10.82
MG	3130200	Igaratinga	28.73	17.74	5.32
MG	3130309	Iguatama	42.95	17.67	3.63
MG	3130408	Ijaci	59.42	26.64	7.03
MG	3130507	Ilicínea	44.7	14.28	6.93
MG	3130556	Imbé de Minas	73.93	49.71	29.74
MG	3130606	Inconfidentes	35.79	14.39	9.37
MG	3130655	Indaiabira	74.93	65.54	34.04
MG	3130705	Indianópolis	24.07	20.89	8.16
MG	3130804	Ingaí	57.28	33.58	8.11
MG	3130903	Inhapim	66.47	45.06	22.35
MG	3131000	Inhaúma	41.92	24.19	10.65
MG	3131109	Inimutaba	47.31	40.91	17.97
MG	3131158	Ipaba	70.8	42.24	15.13
MG	3131208	Ipanema	59.81	30.07	17.14
MG	3131307	Ipatinga	27.56	16.39	5.92
MG	3131406	Ipiaçu	38.52	18.12	6.43
MG	3131505	Ipuiúna	19.23	17.01	7
MG	3131604	Iraí de Minas	29.13	17.16	6.02
MG	3131703	Itabira	34.56	22.82	7.46
MG	3131802	Itabirinha de Mantena	62.33	45.61	23.94
MG	3131901	Itabirito	26.46	14.35	3.08
MG	3132008	Itacambira	83.94	66.72	39.05
MG	3132107	Itacarambi	74.33	63.08	31.15
MG	3132206	Itaguara	43.78	24.16	7.29
MG	3132305	Itaipé	82.49	64.91	35.21
MG	3132404	Itajubá	24.89	15.29	4.98
MG	3132503	Itamarandiba	68.77	61.14	27.56
MG	3132602	Itamarati de Minas	49.94	16.59	4.13
MG	3132701	Itambacuri	69.05	53.98	27.31
MG	3132800	Itambé do Mato Dentro	71.08	53.78	24.3
MG	3132909	Itamogi	34.33	17.96	10.58
MG	3133006	Itamonte	55.56	21.02	7.56
MG	3133105	Itanhandu	37.68	13.88	6.52
MG	3133204	Itanhomi	62.33	48.45	21.76
MG	3133303	Itaobim	68.33	55.35	30.77
MG	3133402	Itapagipe	29.18	15.2	5.28
MG	3133501	Itapecerica	50.53	22.35	8.1
MG	3133600	Itapeva	20.2	19.45	5.63
MG	3133709	Itatiaiuçu	49.28	27.97	7.45
MG	3133758	Itaú de Minas	20.77	12.38	4.09
MG	3133808	Itaúna	23.22	9.95	2.75
MG	3133907	Itaverava	67.71	56.85	25.72
MG	3134004	Itinga	81.47	71.34	39.99
MG	3134103	Itueta	64.64	36.16	22.64
MG	3134202	Ituiutaba	23.94	14.62	4.16
MG	3134301	Itumirim	43.73	24.59	11.97
MG	3134400	Iturama	22.19	12.01	3.7
MG	3134509	Itutinga	46.95	30.89	15.58
MG	3134608	Jaboticatubas	55.75	35.26	15.21
MG	3134707	Jacinto	76.81	60.8	28.53
MG	3134806	Jacuí	49	20.09	8.24
MG	3134905	Jacutinga	26.79	9.33	5.12
MG	3135001	Jaguaraçu	60.14	26.77	9.79
MG	3135050	Jaíba	67.63	54.21	20.28
MG	3135076	Jampruca	75.51	58.19	28.48
MG	3135100	Janaúba	61.52	43.66	18.98
MG	3135209	Januária	70.14	57.22	34.35
MG	3135308	Japaraíba	46.56	15.21	6.88
MG	3135357	Japonvar	81.58	70.38	37.13
MG	3135407	Jeceaba	60.47	35.5	23.27
MG	3135456	Jenipapo de Minas	78.08	58.71	28.11
MG	3135506	Jequeri	74.65	56.67	30.37
MG	3135605	Jequitaí	72.61	56.98	27.69
MG	3135704	Jequitibá	67.54	44.26	17.65
MG	3135803	Jequitinhonha	71.18	57.61	32.53
MG	3135902	Jesuânia	62.97	27.24	10.43
MG	3136009	Joaíma	78.02	67.22	39.5
MG	3136108	Joanésia	75.52	45.35	26.46
MG	3136207	João Monlevade	28.87	20.5	6.46
MG	3136306	João Pinheiro	51.71	29.92	12.24
MG	3136405	Joaquim Felício	73.88	47.84	20.21
MG	3136504	Jordânia	67.44	61.07	27.06
MG	3136520	José Gonçalves de Minas	74.78	34.75	21.85
MG	3136553	José Raydan	83.6	66.96	29.47
MG	3136579	Josenópolis	75.97	69.96	37.92
MG	3136603	Nova União	65.31	36.84	16.73
MG	3136652	Juatuba	47.67	30.27	12.24
MG	3136702	Juiz de Fora	18.92	10.66	5.48
MG	3136801	Juramento	70.6	49.08	20.77
MG	3136900	Juruaia	50.38	13.98	3.45
MG	3136959	Juvenília	89.35	69.91	47.28
MG	3137007	Ladainha	86.39	69.97	50.74
MG	3137106	Lagamar	50.71	25.16	9.36
MG	3137205	Lagoa da Prata	36.85	12.4	4.63
MG	3137304	Lagoa dos Patos	56.72	54.53	24.57
MG	3137403	Lagoa Dourada	66.99	39	18.33
MG	3137502	Lagoa Formosa	39.08	16.56	5.61
MG	3137536	Lagoa Grande	60.18	24.86	12.74
MG	3137601	Lagoa Santa	33.54	14.53	4.37
MG	3137700	Lajinha	55.19	31.58	17.51
MG	3137809	Lambari	45.82	20.35	10.21
MG	3137908	Lamim	70.55	45.06	25.13
MG	3138005	Laranjal	63.03	24.45	8.34
MG	3138104	Lassance	59.12	55.01	22.5
MG	3138203	Lavras	26.05	12.31	4.35
MG	3138302	Leandro Ferreira	55.06	23.13	6.61
MG	3138351	Leme do Prado	62.15	43.78	21.71
MG	3138401	Leopoldina	45.31	21.04	10.91
MG	3138500	Liberdade	62.54	37.33	17.73
MG	3138609	Lima Duarte	53.61	31.55	14.08
MG	3138625	Limeira do Oeste	45.45	27.24	10.96
MG	3138658	Lontra	80.66	64.19	30.93
MG	3138674	Luisburgo	52.48	36.37	32.91
MG	3138682	Luislândia	89.04	59.81	45.13
MG	3138708	Luminárias	56.27	20.56	9.89
MG	3138807	Luz	38.87	14.16	5.62
MG	3138906	Machacalis	72.11	60.79	25.28
MG	3139003	Machado	33.22	12.25	7.62
MG	3139102	Madre de Deus de Minas	60.09	41.03	16.79
MG	3139201	Malacacheta	75.16	61.52	34.45
MG	3139250	Mamonas	84.98	55.71	32.8
MG	3139300	Manga	70.74	39.29	43.56
MG	3139409	Manhuaçu	41.4	21.34	11.28
MG	3139508	Manhumirim	46.81	26.52	13.53
MG	3139607	Mantena	61.63	36.11	19.7
MG	3139706	Maravilhas	39.25	27.31	9.44
MG	3139805	Mar de Espanha	50.83	22.21	5.73
MG	3139904	Maria da Fé	46.97	37.48	17.14
MG	3140001	Mariana	45.34	31.3	11.72
MG	3140100	Marilac	73.73	58.21	20.16
MG	3140159	Mário Campos	56.72	29.55	11.14
MG	3140209	Maripá de Minas	44.41	21.48	5.84
MG	3140308	Marliéria	78.21	36.74	13.16
MG	3140407	Marmelópolis	57.84	45.73	23.44
MG	3140506	Martinho Campos	44.89	17.77	9.77
MG	3140530	Martins Soares	55.56	19.08	17.53
MG	3140555	Mata Verde	75.44	53.05	34.59
MG	3140605	Materlândia	77.36	66.68	38.1
MG	3140704	Mateus Leme	42.04	25.03	12.99
MG	3140803	Matias Barbosa	36.15	20.18	10.06
MG	3140852	Matias Cardoso	81.06	73.59	39.94
MG	3140902	Matipó	63.33	33.44	19.71
MG	3141009	Mato Verde	70.46	58.06	23.96
MG	3141108	Matozinhos	40.56	17.13	6.75
MG	3141207	Matutina	40	10.38	4.53
MG	3141306	Medeiros	35.31	9.46	4.78
MG	3141405	Medina	78.33	60.98	29.94
MG	3141504	Mendes Pimentel	69.23	51.38	23.99
MG	3141603	Mercês	64.65	43.94	18.97
MG	3141702	Mesquita	68.68	42.27	19.12
MG	3141801	Minas Novas	78.03	62.22	28.49
MG	3141900	Minduri	56.02	37.91	18.74
MG	3142007	Mirabela	70.83	57.74	29.25
MG	3142106	Miradouro	68.07	37.19	23.09
MG	3142205	Miraí	55.66	25.68	9.96
MG	3142254	Miravânia	91.21	72.77	41.15
MG	3142304	Moeda	55.4	21.27	11.01
MG	3142403	Moema	33.81	7.01	2.48
MG	3142502	Monjolos	73.99	48.4	23.8
MG	3142601	Monsenhor Paulo	44.88	12.65	5.17
MG	3142700	Montalvânia	66.45	48.08	38.23
MG	3142809	Monte Alegre de Minas	36.31	22.68	6.63
MG	3142908	Monte Azul	73.31	59.26	29.79
MG	3143005	Monte Belo	36.45	13.62	11.62
MG	3143104	Monte Carmelo	28.77	10.99	6.85
MG	3143153	Monte Formoso	90.39	77.77	55.76
MG	3143203	Monte Santo de Minas	40.28	15.3	3.68
MG	3143302	Montes Claros	45.71	28.76	11.99
MG	3143401	Monte Sião	31.36	7.14	3.74
MG	3143450	Montezuma	83.85	67.73	28.77
MG	3143500	Morada Nova de Minas	49.43	25.1	6.84
MG	3143609	Morro da Garça	70.08	45.69	19.13
MG	3143708	Morro do Pilar	63.03	39.37	21.5
MG	3143807	Munhoz	41.41	25.54	20.98
MG	3143906	Muriaé	41.86	20.02	7.03
MG	3144003	Mutum	73.04	34.52	22.42
MG	3144102	Muzambinho	33.26	9.65	5.16
MG	3144201	Nacip Raydan	73.67	60.3	30.08
MG	3144300	Nanuque	53.21	36.23	14.89
MG	3144359	Naque	59.73	48.49	17.38
MG	3144375	Natalândia	50.77	41.87	13.4
MG	3144409	Natércia	47.41	15.6	8.16
MG	3144508	Nazareno	54.68	32.2	14.17
MG	3144607	Nepomuceno	48.11	23.83	12.71
MG	3144656	Ninheira	77.45	55.83	47.71
MG	3144672	Nova Belém	83.34	58.15	40.25
MG	3144706	Nova Era	35.19	25.97	13.01
MG	3144805	Nova Lima	22.21	10.48	2.84
MG	3144904	Nova Módica	76.89	49.24	28.74
MG	3145000	Nova Ponte	19.93	17	5.74
MG	3145059	Nova Porteirinha	73.32	58.47	24.2
MG	3145109	Nova Resende	36.97	17.76	8.58
MG	3145208	Nova Serrana	21.07	8.68	2.81
MG	3145307	Novo Cruzeiro	82.69	67.43	42.32
MG	3145356	Novo Oriente de Minas	74.76	62.95	42.67
MG	3145372	Novorizonte	80.06	47.75	26.98
MG	3145406	Olaria	61.34	33.75	11.54
MG	3145455	Olhos-d'Água	75.93	61.31	25.92
MG	3145505	Olímpio Noronha	56.11	17.61	9.9
MG	3145604	Oliveira	44.61	20.18	6.88
MG	3145703	Oliveira Fortes	65.21	44.65	19.28
MG	3145802	Onça de Pitangui	45.29	20.19	17.23
MG	3145851	Oratórios	75.31	43.58	14.94
MG	3145877	Orizânia	63.27	45.7	44.78
MG	3145901	Ouro Branco	25.23	20.48	5.91
MG	3146008	Ouro Fino	34.97	11.16	6.48
MG	3146107	Ouro Preto	39.27	20.29	9.05
MG	3146206	Ouro Verde de Minas	84.1	54.72	38.44
MG	3146255	Padre Carvalho	80.89	42.2	31.27
MG	3146305	Padre Paraíso	70.51	61.36	46.43
MG	3146404	Paineiras	52.84	24.63	7.47
MG	3146503	Pains	39.46	13.69	5.69
MG	3146552	Pai Pedro	92.08	66.51	45.47
MG	3146602	Paiva	56.11	19.06	11.05
MG	3146701	Palma	58.94	31.21	16.36
MG	3146750	Palmópolis	79.44	69.73	35.57
MG	3146909	Papagaios	37.4	24.84	16.28
MG	3147006	Paracatu	44.36	28.15	9.34
MG	3147105	Pará de Minas	30.73	13.45	3.74
MG	3147204	Paraguaçu	38.79	14.8	6.84
MG	3147303	Paraisópolis	40.1	19.02	9.52
MG	3147402	Paraopeba	43.97	20.66	11.93
MG	3147501	Passabém	68.22	36.36	15.05
MG	3147600	Passa Quatro	51.75	21.78	10.24
MG	3147709	Passa Tempo	56.3	28.69	12.25
MG	3147808	Passa-Vinte	58.6	30.54	11.88
MG	3147907	Passos	21.58	11.88	4.42
MG	3147956	Patis	83.56	68.91	38.04
MG	3148004	Patos de Minas	29.56	11.5	4.55
MG	3148103	Patrocínio	36.09	16.46	5.59
MG	3148202	Patrocínio do Muriaé	56.12	26	10.36
MG	3148301	Paula Cândido	70.78	40.66	22.66
MG	3148400	Paulistas	71.35	64.1	35.66
MG	3148509	Pavão	68.01	57.77	30.87
MG	3148608	Peçanha	75.29	58.47	25.6
MG	3148707	Pedra Azul	72.57	61.02	34.64
MG	3148756	Pedra Bonita	83.26	55.35	40.94
MG	3148806	Pedra do Anta	72.74	53.99	24.36
MG	3148905	Pedra do Indaiá	44.48	17.98	5.16
MG	3149002	Pedra Dourada	43.83	41.74	24.78
MG	3149101	Pedralva	50.52	29.09	17.94
MG	3149150	Pedras de Maria da Cruz	81.84	67.56	33.61
MG	3149200	Pedrinópolis	34.21	20.45	4.43
MG	3149309	Pedro Leopoldo	32.68	17.71	5.53
MG	3149408	Pedro Teixeira	71	46.09	24.67
MG	3149507	Pequeri	52.84	16.8	5.08
MG	3149606	Pequi	31.58	31.39	9.54
MG	3149705	Perdigão	30.13	8.36	1.18
MG	3149804	Perdizes	35.43	16.21	4.85
MG	3149903	Perdões	39.54	16.2	7.45
MG	3149952	Periquito	65.23	50.54	23.57
MG	3150000	Pescador	66.14	52.27	30.26
MG	3150109	Piau	56.88	38.23	13.26
MG	3150158	Piedade de Caratinga	71.01	40.16	21.55
MG	3150208	Piedade de Ponte Nova	61.89	46.21	13.59
MG	3150307	Piedade do Rio Grande	69.29	45.02	19.21
MG	3150406	Piedade dos Gerais	66.14	39.8	18.59
MG	3150505	Pimenta	36.89	11.88	5.71
MG	3150539	Pingo-d'Água	79.91	45.88	24.37
MG	3150570	Pintópolis	79.65	64.43	41.84
MG	3150604	Piracema	72.51	38.8	12.87
MG	3150703	Pirajuba	19.37	13.17	6.13
MG	3150802	Piranga	79.9	59.01	37.75
MG	3150901	Piranguçu	58.15	21.45	9.33
MG	3151008	Piranguinho	50.3	22.43	13.14
MG	3151107	Pirapetinga	49.23	20	8.22
MG	3151206	Pirapora	46.99	34.23	13.06
MG	3151305	Piraúba	59.45	30.58	3.56
MG	3151404	Pitangui	33.76	15.71	7.07
MG	3151503	Piumhi	24.93	8.99	3.84
MG	3151602	Planura	14.71	18.73	5.32
MG	3151701	Poço Fundo	25.93	12.87	6.26
MG	3151800	Poços de Caldas	12.67	6.42	2.93
MG	3151909	Pocrane	73.98	46.02	25.52
MG	3152006	Pompéu	43.3	27.3	10.03
MG	3152105	Ponte Nova	42.17	23.83	10.47
MG	3152131	Ponto Chique	73.71	65.14	33.26
MG	3152170	Ponto dos Volantes	86.44	75.74	40.44
MG	3152204	Porteirinha	76.24	54	32
MG	3152303	Porto Firme	71.15	45.81	23.3
MG	3152402	Poté	77.48	56.78	31.29
MG	3152501	Pouso Alegre	15.52	10.44	4.1
MG	3152600	Pouso Alto	44.58	27.13	10.41
MG	3152709	Prados	58.54	31.66	13.4
MG	3152808	Prata	25.66	16.14	3.06
MG	3152907	Pratápolis	41.52	11.14	5.86
MG	3153004	Pratinha	37.16	19.16	9.37
MG	3153103	Presidente Bernardes	80.29	56.07	28.15
MG	3153202	Presidente Juscelino	77.17	54.74	22.25
MG	3153301	Presidente Kubitschek	66.69	60.15	29.85
MG	3153400	Presidente Olegário	46.07	25.02	9.8
MG	3153509	Alto Jequitibá	56.77	25.84	19.31
MG	3153608	Prudente de Morais	57.35	29.49	12.74
MG	3153707	Quartel Geral	48.35	34.9	8.26
MG	3153806	Queluzito	60.29	29.3	8.58
MG	3153905	Raposos	26.08	17.81	7.46
MG	3154002	Raul Soares	65.01	34.18	20.58
MG	3154101	Recreio	53.47	29.82	12.49
MG	3154150	Reduto	66.29	23.75	20.49
MG	3154200	Resende Costa	50.61	31.49	9.27
MG	3154309	Resplendor	52.68	28.68	17.92
MG	3154408	Ressaquinha	65.19	43.41	15.2
MG	3154457	Riachinho	69.94	58.36	33.66
MG	3154507	Riacho dos Machados	79.79	73.59	36.99
MG	3154606	Ribeirão das Neves	40.68	24.79	9.25
MG	3154705	Ribeirão Vermelho	40.84	17.85	6.17
MG	3154804	Rio Acima	48.97	21.45	8.3
MG	3154903	Rio Casca	62.3	36.18	15.55
MG	3155009	Rio Doce	64.11	28.46	13.07
MG	3155108	Rio do Prado	85.17	60.94	35.59
MG	3155207	Rio Espera	79.91	55.53	37.16
MG	3155306	Rio Manso	58.48	27.35	7.55
MG	3155405	Rio Novo	46.27	22.17	11.98
MG	3155504	Rio Paranaíba	39.84	15.34	6.3
MG	3155603	Rio Pardo de Minas	74.06	68.41	35.87
MG	3155702	Rio Piracicaba	57.89	36.89	12.24
MG	3155801	Rio Pomba	46.54	24.11	10.38
MG	3155900	Rio Preto	46.95	29.81	17.99
MG	3156007	Rio Vermelho	71.11	56.35	44.86
MG	3156106	Ritápolis	55.34	33.21	11.96
MG	3156205	Rochedo de Minas	55.78	23.01	6.51
MG	3156304	Rodeiro	61.02	18.69	3.33
MG	3156403	Romaria	31.6	22.1	2.5
MG	3156452	Rosário da Limeira	66.91	43.71	15.1
MG	3156502	Rubelita	80.69	70.61	41.65
MG	3156601	Rubim	74.2	62.89	33.72
MG	3156700	Sabará	32.66	21.28	7.08
MG	3156809	Sabinópolis	62.9	54.96	24.5
MG	3156908	Sacramento	37.67	14	3.73
MG	3157005	Salinas	63.59	48.75	23.1
MG	3157104	Salto da Divisa	70.13	52.17	33.32
MG	3157203	Santa Bárbara	41.98	34.76	12.67
MG	3157252	Santa Bárbara do Leste	64.08	36.3	24.16
