Sigla,Código,Município,PIB Municipal - preços de mercado (preços de 2010) (2010),PIB Municipal (valor adicionado a preços básicos) - indústria (preços de 2010) (2010),PIB Municipal (valor adicionado a preços básicos) - serviços (preços de 2010) (2010),PIB Municipal (valor adicionado a preços básicos) - agropecuária (preços de 2010) (2010),
AL,2701605,Canapi,59515.308,1604.781,10894.909,9944.681,
AL,2701704,Capela,83535.873,4676.527,20679.75,43986.19,
AL,2701803,Carneiros,27485.367,852.481,4926.738,2675.49,
AL,2701902,Chã Preta,32073.234,1253.94,4977.002,17239.344,
AL,2702009,Coité do Nóia,35896.283,2833.779,7462.269,9518.011,
AL,2702108,Colônia Leopoldina,111934.989,37480.712,23507.255,37772.989,
AL,2702207,Coqueiro Seco,22519.153,1025.213,4083.292,6622.824,
AL,2702306,Coruripe,539062.905,206178.624,116282.512,218094.654,
AL,2702355,Craíbas,82776.818,4616.525,15880.883,32925.205,
AL,2702405,Delmiro Gouveia,313208.399,108369.295,97121.306,8609.227,
AL,2702504,Dois Riachos,37747.61,1081.208,7118.211,5059.289,
AL,2702553,Estrela de Alagoas,56358.117,1701.984,10056.926,12459.717,
AL,2702603,Feira Grande,77000.723,2996.548,14710.387,31648.745,
AL,2702702,Feliz Deserto,36972.778,28287.167,9211.587,17278.641,
AL,2702801,Flexeiras,51401.776,2117.93,8261.217,24426.385,
AL,2702900,Girau do Ponciano,128897.602,6486.698,30074.392,42820.521,
AL,2703007,Ibateguara,60387.392,2914.093,11516.743,26024.858,
AL,2703106,Igaci,93340.671,3551.446,18658.178,27671.018,
AL,2703205,Igreja Nova,143400.651,38841.771,23410.388,53485.528,
AL,2703304,Inhapi,58569.458,1666.937,11014.631,9895.952,
AL,2703403,Jacaré dos Homens,31849.827,5718.449,3988.521,5820.478,
AL,2703502,Jacuípe,32849.332,6647.772,5288.294,12135.5,
AL,2703601,Japaratinga,34003.468,1803.538,11543.455,13737.708,
AL,2703700,Jaramataia,25058.525,1042.571,4420.46,5350.768,
AL,2703759,Jequiá da Praia,116304.444,37759.882,17257.568,58003.706,
AL,2703809,Joaquim Gomes,78388.27,4329.283,13535.085,25303.444,
AL,2703908,Jundiá,25505.366,1018.138,4233.953,9499.284,
AL,2704005,Junqueiro,111019.82,5643.619,25959.944,49234.988,
AL,2704104,Lagoa da Canoa,68876.041,3299.752,13811.781,35481.252,
AL,2704203,Limoeiro de Anadia,90007.52,2584.082,13840.961,22950.531,
AL,2704302,Maceió,12114090.367,2143882.375,6463224.329,55346.12,
AL,2704401,Major Isidoro,82237.226,3321.238,20154.026,19948.644,
AL,2704500,Maragogi,129996.863,10535.972,74308.231,44454.699,
AL,2704609,Maravilha,38372.859,1494.819,8237.077,4566.392,
AL,2704708,Marechal Deodoro,759252.707,456556.329,159667.481,68850.203,
AL,2704807,Maribondo,61216.292,2169.681,22754.46,4539.425,
AL,2704906,Mar Vermelho,16103.986,651.036,2610.585,2643.086,
AL,2705002,Mata Grande,78294.245,2510.801,17720.318,16712.472,
AL,2705101,Matriz de Camaragibe,113387.238,16359.314,24021.53,28128.82,
AL,2705200,Messias,68570.038,4539.038,20238.179,24254.274,
AL,2705309,Minador do Negrão,24407.702,1623.445,4417.852,5908.534,
AL,2705408,Monteirópolis,25720.63,820.592,4589.315,3862.966,
AL,2705507,Murici,123120.501,10972.208,24127.528,44472.96,
AL,2705606,Novo Lino,56250.663,30143.941,13165.034,24373.619,
AL,2705705,Olho d'Água das Flores,87459.849,4496.442,32173.297,9692.1,
AL,2705804,Olho d'Água do Casado,33756.377,1874.606,5726.407,6942.156,
AL,2705903,Olho d'Água Grande,19538.007,641.346,3096.621,3261.503,
AL,2706000,Olivença,40134.644,1260.973,8914.859,5463.036,
AL,2706109,Ouro Branco,36107.248,1135.283,7331.763,5631.282,
AL,2706208,Palestina,17230.679,652.799,3028.609,1398.131,
AL,2706307,Palmeira dos Índios,416673.473,67725.349,174525.463,29270.845,
AL,2706406,Pão de Açúcar,93549.34,4921.553,24096.933,11837.671,
AL,2706422,Pariconha,34536.17,1224.454,6197.324,6010.631,
AL,2706448,Paripueira,56160.156,15396.378,17116.105,14504.108,
AL,2706505,Passo de Camaragibe,69038.85,3451.812,12549.585,40832.767,
AL,2706604,Paulo Jacinto,27235.324,1011.449,4912.452,3618.269,
AL,2706703,Penedo,355388.529,28355.108,149815.021,75742.398,
AL,2706802,Piaçabuçu,78180.769,3550.667,18781.894,43347.953,
AL,2706901,Pilar,204900.043,121246.173,70983.321,32550.859,
AL,2707008,Pindoba,15653.512,501.979,2337.376,4205.686,
AL,2707107,Piranhas,80302.197,4245.76,19298.543,7541.944,
AL,2707206,Poço das Trincheiras,43381.98,1071.944,7117.657,4991.212,
AL,2707305,Porto Calvo,148539.513,30884.714,40287.529,34664.733,
AL,2707404,Porto de Pedras,37393.378,1610.958,7987.014,17193.546,
AL,2707503,Porto Real do Colégio,94542.897,13130.626,17988.962,15043.609,
AL,2707602,Quebrangulo,48376.434,5079.921,9200.315,6402.073,
AL,2707701,Rio Largo,438659.355,104779.474,145049.572,55881.672,
AL,2707800,Roteiro,41704.99,2421.227,5620.609,34445.036,
AL,2707909,Santa Luzia do Norte,62232.278,10856.962,8217.502,7312.017,
AL,2708006,Santana do Ipanema,220253.881,8726.153,112320.632,11559.497,
AL,2708105,Santana do Mundaú,54454.31,6942.22,17016.276,148098.045,
AL,2708204,São Brás,27995.693,2557.841,4059.89,4729.762,
AL,2708303,São José da Laje,159223.454,51043.469,28035.336,48844.775,
AL,2708402,São José da Tapera,97959.695,3429.228,18994.901,12728.116,
AL,2708501,São Luís do Quitunde,218662.46,70966.04,43786.294,60500.969,
AL,2708600,São Miguel dos Campos,609591.563,383443.077,203912.478,104815.908,
AL,2708709,São Miguel dos Milagres,33041.027,1517.229,10986.071,16774.71,
AL,2708808,São Sebastião,137522.172,5882.721,48496.886,51773.176,
AL,2708907,Satuba,62640.72,20505.803,17916.777,3270.847,
AL,2708956,Senador Rui Palmeira,39961.62,999.257,6827.673,4912.915,
AL,2709004,Tanque d'Arca,22884.588,623.283,3670.56,5147.017,
AL,2709103,Taquarana,74077.279,3098.366,17408.358,30930.79,
AL,2709152,Teotônio Vilela,214821.346,40608.89,48045.95,54794.533,
AL,2709202,Traipu,77845.369,2495.872,10752.407,17638.249,
AL,2709301,União dos Palmares,379843.611,46557.55,120981.609,105437.301,
AL,2709400,Viçosa,103472.512,4192.556,28887.792,23542.49,
AM,1300029,Alvarães,62986.619,1922.692,7284.054,10882.708,
AM,1300060,Amaturá,42966.458,1212.241,5043.997,4456.368,
AM,1300086,Anamã,50643.22,1880.466,6578.494,13941.611,
AM,1300102,Anori,73106.627,2453.054,10325.546,11822.382,
AM,1300144,Apuí,159913.564,5266.58,19655.462,34296.819,
AM,1300201,Atalaia do Norte,65337.482,2480.977,13007.798,11408.692,
AM,1300300,Autazes,199364.632,5562.99,21487.01,41343.091,
AM,1300409,Barcelos,101184.388,5595.596,13357.351,8823.459,
AM,1300508,Barreirinha,118862.12,3709.43,18394.278,21194.639,
AM,1300607,Benjamin Constant,142871.931,5551.723,22230.125,21925.734,
AM,1300631,Beruri,105407.612,2704.725,11543.18,15078.523,
AM,1300680,Boa Vista do Ramos,60473.223,1613.255,7459.513,8342.04,
AM,1300706,Boca do Acre,173841.445,14198.987,30586.767,28060.794,
AM,1300805,Borba,170912.264,6053.735,24208.026,37503.094,
AM,1300839,Caapiranga,60186.622,2699.747,8604.986,20627.062,
AM,1300904,Canutama,60910.307,1675.662,8301.25,5327.39,
AM,1301001,Carauari,121114.793,7069.387,25276.335,33952.364,
AM,1301100,Careiro,162775.737,7981.131,19560.829,31556.341,
AM,1301159,Careiro da Várzea,172146.859,7434.015,14047.015,105539.871,
AM,1301209,Coari,1376423.545,1228576.074,365750.16,66105.051,
AM,1301308,Codajás,131163.265,5065.267,15906.595,38429.272,
AM,1301407,Eirunepé,132406.735,6389.077,25345.886,43831.914,
AM,1301506,Envira,94793.97,2755.272,11152.012,15838.82,
AM,1301605,Fonte Boa,123393.567,3409.434,14772.805,16949.94,
AM,1301654,Guajará,61762.489,1390.682,7372.588,8426.256,
AM,1301704,Humaitá,251339.845,12755.354,62358.184,29015.439,
AM,1301803,Ipixuna,96836.596,1938.365,8439.441,8063.281,
AM,1301852,Iranduba,324070.978,33343.111,60229.359,87087.463,
AM,1301902,Itacoatiara,955694.973,146818.04,267345.714,143098.093,
AM,1301951,Itamarati,51668.352,1744.116,5980.789,12455.948,
AM,1302009,Itapiranga,54621.204,36352.401,12428.754,7713.631,
AM,1302108,Japurá,37272.212,1050.049,4115.578,5448.131,
AM,1302207,Juruá,49214.861,1790.587,5722.635,11577.748,
AM,1302306,Jutaí,88455.208,3161.616,11321.606,30014.842,
AM,1302405,Lábrea,280235.533,6922.176,30402.125,75659.078,
AM,1302504,Manacapuru,624168.375,42484.924,149995.372,221295.526,
AM,1302553,Manaquiri,122232.956,3762.663,10940.397,53492.585,
AM,1302603,Manaus,48598153.155,19604595.47,15828205.822,148223.266,
AM,1302702,Manicoré,363477.994,15868.782,42124.168,74969.584,
AM,1302801,Maraã,83293.948,1979.418,6689.466,7480.065,
AM,1302900,Maués,275094.949,9008.699,41682.506,80230.46,
AM,1303007,Nhamundá,72239.295,2327.173,11604.732,9581.946,
AM,1303106,Nova Olinda do Norte,151418.504,4660.551,19612.99,21985.515,
AM,1303205,Novo Airão,70209.558,10426.506,14875.255,8129.512,
AM,1303304,Novo Aripuanã,103818.112,3022.389,9577.042,13894.225,
AM,1303403,Parintins,675415.094,28100.134,140884.734,136437.542,
AM,1303502,Pauini,97130.741,2697.751,10160.804,14794.21,
AM,1303536,Presidente Figueiredo,428737.545,83922.441,64566.065,51176.634,
AM,1303569,Rio Preto da Eva,222871.169,21315.176,39417.366,62946.877,
AM,1303601,Santa Isabel do Rio Negro,74564.847,1914.104,9105.018,8678.465,
AM,1303700,Santo Antônio do Içá,98977.116,2241.929,9437.731,11572.633,
AM,1303809,São Gabriel da Cachoeira,176134.073,7791.396,45218.401,7035.445,
AM,1303908,São Paulo de Olivença,129802.511,3297.9,13418.86,12061.993,
AM,1303957,São Sebastião do Uatumã,49866.509,1759.219,7165.217,6903.193,
AM,1304005,Silves,59640.906,2046.743,7335.059,14365.159,
AM,1304062,Tabatinga,232173.014,14140.009,71042.767,13029.231,
AM,1304104,Tapauá,106389.426,2587.101,9917.796,17900.074,
AM,1304203,Tefé,369905.771,32750.701,87481.981,69924.592,
AM,1304237,Tonantins,83201.063,1551.129,7097.624,6319.992,
AM,1304260,Uarini,102773.52,3305.816,9901.604,29865.723,
AM,1304302,Urucará,108037.734,4646.341,13656.874,35989.823,
AM,1304401,Urucurituba,85204.711,3062.696,10845.972,15277.095,
AP,1600055,Serra do Navio,129001.582,387.958,7164.781,2353.189,
AP,1600105,Amapá,89530.477,869.879,15068.05,12269.433,
AP,1600154,Pedra Branca do Amaparí,116317.806,56846.36,38906.075,3690.63,
AP,1600204,Calçoene,115198.41,5218.562,17062.512,7974.82,
AP,1600212,Cutias,63803.318,339.749,4039.905,7014.251,
AP,1600238,Ferreira Gomes,77610.665,18291.452,10301.649,3308.353,
AP,1600253,Itaubal,37996.282,283.813,2865.983,5826.754,
AP,1600279,Laranjal do Jari,355747.147,12261.361,95650.373,6494.389,
AP,1600303,Macapá,5215129.81,332919.631,2484874.828,27009.392,
AP,1600402,Mazagão,138012.59,20027.502,19292.407,14121.403,
AP,1600501,Oiapoque,236269.174,6417.541,53202.633,11295.666,
AP,1600535,Porto Grande,172454.415,10123.202,35972.707,55790.977,
AP,1600550,Pracuúba,37161.937,723.641,3184.698,8771.576,
AP,1600600,Santana,1242259.486,111680.034,335625.326,8692.487,
AP,1600709,Tartarugalzinho,122823.59,2964.552,10293.818,17404.82,
AP,1600808,Vitória do Jari,116647.974,3748.76,16308.907,3995.207,
BA,2900108,Abaíra,35328.285,3691.248,9953.625,3270.765,
BA,2900207,Abaré,64162.531,2985.957,15017.522,4978.442,
BA,2900306,Acajutiba,72116.066,4394.187,19470.829,30235.527,
BA,2900355,Adustina,95687.655,4252.98,19602.464,38174.842,
BA,2900405,Água Fria,75960.906,3013.789,12474.148,13648.033,
BA,2900504,Érico Cardoso,38948.037,1121.185,7978.214,4198.775,
BA,2900603,Aiquara,25483.923,1361.309,4748.999,11753.516,
BA,2900702,Alagoinhas,1616465.811,553789.351,716811.144,53629.761,
BA,2900801,Alcobaça,224462.238,6532.919,39242.045,77111.974,
BA,2900900,Almadina,29921.403,1590.531,5863.596,10966.91,
BA,2901007,Amargosa,186869.451,24741.128,70519.654,17804.978,
BA,2901106,Amélia Rodrigues,129275.025,19845.971,56635.2,18249.973,
BA,2901155,América Dourada,68904.901,3831.405,12041.332,13659.276,
BA,2901205,Anagé,88166.024,3907.679,22717.008,11246.069,
BA,2901304,Andaraí,54295.737,2408.553,14297.06,5832.324,
BA,2901353,Andorinha,116596.928,67969.368,30715.191,6325.216,
BA,2901403,Angical,67941.708,2309.896,14005.512,20728.592,
BA,2901502,Anguera,29895.82,1212.255,6130.427,2690.058,
BA,2901601,Antas,65951.146,2894.518,16435.694,8922.68,
BA,2901700,Antônio Cardoso,57584.009,3866.673,32971.852,6729.834,
BA,2901809,Antônio Gonçalves,39637.131,2129.317,9174.632,4807.829,
BA,2901908,Aporá,63788.895,3941.543,13794.681,8236.968,
BA,2901957,Apuarema,35780.055,1572.461,7623.234,10211.364,
BA,2902005,Aracatu,51586.437,3498.341,12545.547,7535.883,
BA,2902054,Araças,125922.501,127265.824,44073.177,5813.985,
BA,2902104,Araci,197733.322,12524.446,56236.518,47919.99,
BA,2902203,Aramari,52659.75,6587.206,9456.603,7868.64,
BA,2902252,Arataca,60596.458,3482.096,11477.632,30584.188,
BA,2902302,Aratuípe,37256.042,1675.786,8334.641,10698.09,
BA,2902401,Aurelino Leal,48412.149,3507.012,12994.112,20342.448,
BA,2902500,Baianópolis,72743.704,2521.025,14368.798,23078.275,
BA,2902609,Baixa Grande,76374.378,3523.761,20823.642,11004.558,
BA,2902658,Banzaê,43248.086,5278.776,9888.452,3891.525,
BA,2902708,Barra,171941.144,7094.173,50408.368,20705.353,
BA,2902807,Barra da Estiva,125920.503,4307.883,34923.29,20107.045,
BA,2902906,Barra do Choça,244891.358,11420.969,43981.228,70965.496,
BA,2903003,Barra do Mendes,60071.177,2460.494,16756.868,6841.221,
BA,2903102,Barra do Rocha,32179.579,1758.967,6613.249,13006.125,
BA,2903201,Barreiras,1874212.111,262099.237,900397.812,325102.888,
BA,2903235,Barro Alto,49708.706,2097.58,11220.584,6068.693,
BA,2903276,Barrocas,144338.496,110444.862,36669.625,10558,
BA,2903300,Governador Lomanto Júnior,32140.639,1673.571,8234.438,12185.187,
BA,2903409,Belmonte,159861.186,9158.916,44482.563,58698.92,
BA,2903508,Belo Campo,63824.267,2998.97,19020.989,5464.445,
BA,2903607,Biritinga,65114.306,6814.516,12300.393,10771.989,
BA,2903706,Boa Nova,62003.953,2437.296,13737.833,11039.755,
BA,2903805,Boa Vista do Tupim,80512.663,3196.503,16998.843,23043.911,
BA,2903904,Bom Jesus da Lapa,419304.005,22279.538,153362.078,59379.286,
BA,2903953,Bom Jesus da Serra,33594.686,1127.576,5881.027,3065.396,
BA,2904001,Boninal,48567.894,2449.788,12577.731,4436.498,
BA,2904050,Bonito,123864.158,5800.78,23410.078,41941.277,
BA,2904100,Boquira,76188.883,3582.281,21891.228,9356.629,
BA,2904209,Botuporã,45820.637,2064.297,12958.537,4792.132,
BA,2904308,Brejões,91951.644,4150.912,26826.611,17057.833,
BA,2904407,Brejolândia,46824.385,1198.048,6613.789,19298.253,
BA,2904506,Brotas de Macaúbas,48733.524,1993.578,10574.826,3834.699,
BA,2904605,Brumado,628443.551,311901.452,252319.399,18952.19,
BA,2904704,Buerarema,109176.667,6567.15,76294.576,11580.834,
BA,2904753,Buritirama,63888.906,1970.846,13884.15,6588.66,
BA,2904803,Caatiba,42475.993,1948.639,7737.006,10488.035,
BA,2904852,Cabaceiras do Paraguaçu,62273.65,2626.301,13217.178,11576.65,
BA,2904902,Cachoeira,219153.858,74761.581,84034.329,18107.087,
BA,2905008,Caculé,135143.073,6350.202,50888.841,8939.638,
BA,2905107,Caém,40323.058,1765.371,9747.835,10188.795,
BA,2905156,Caetanos,38962.439,1181.19,7977.396,3988.904,
BA,2905206,Caetité,274585.636,65764.09,108511.752,14642.878,
BA,2905305,Cafarnaum,67874.51,2941.427,16679.206,8594.171,
BA,2905404,Cairu,690201.408,1020360.046,310319.714,23643.575,
BA,2905503,Caldeirão Grande,49591.971,2154.839,12078.918,5645.679,
BA,2905602,Camacan,167351.594,24006.597,73215.767,18192.225,
BA,2905701,Camaçari,13379553.997,5986093.446,2848149.643,10289.604,
BA,2905800,Camamu,182614.075,12882.553,56978.739,58825.167,
BA,2905909,Campo Alegre de Lourdes,108292.9,14020.299,28697.859,12149.823,
BA,2906006,Campo Formoso,410299.951,97247.67,100757.974,41081.324,
BA,2906105,Canápolis,37769.418,1511.916,6643.017,7037.069,
BA,2906204,Canarana,104760.124,5230.259,25495.535,20571.898,
BA,2906303,Canavieiras,164588.267,10204.458,49194.071,41493.902,
BA,2906402,Candeal,30471.786,1225.371,7224.256,3367.62,
BA,2906501,Candeias,4204817.321,936685.135,691753.288,6811.094,
BA,2906600,Candiba,53147.512,2730.971,13353.003,9614.942,
BA,2906709,Cândido Sales,107383.259,5384.918,29012.199,7979.778,
BA,2906808,Cansanção,125677.849,6181.437,36184.311,26152.741,
BA,2906824,Canudos,66655.636,3213.2,18938.259,13133.099,
BA,2906857,Capela do Alto Alegre,46991.078,29021.606,12163.604,6363.521,
BA,2906873,Capim Grosso,139750.96,9521.106,69676.746,7709.96,
BA,2906899,Caraíbas,35483.304,1684.069,7198.053,6358.199,
BA,2906907,Caravelas,292450.276,38343.317,62630.5,102882.434,
BA,2907004,Cardeal da Silva,52121.159,27303.747,17831.155,3395.417,
BA,2907103,Carinhanha,107637.757,4353.925,24453.235,14689.203,
BA,2907202,Casa Nova,338074.794,22072.367,70680.16,74707.663,
BA,2907301,Castro Alves,124574.834,31132.482,40935.002,14745.486,
BA,2907400,Catolândia,21697.987,1045.578,13598.989,2886.7,
BA,2907509,Catu,345533.619,113123.234,157608.614,7574.512,
BA,2907558,Caturama,31053.123,1215.725,5903.055,5212.44,
BA,2907608,Central,64947.704,3272.716,20133.179,6607.283,
BA,2907707,Chorrochó,48062.431,1875.676,13060.458,2784.001,
BA,2907806,Cícero Dantas,137390.623,6569.386,48565.714,19593.282,
BA,2907905,Cipó,68911.933,3766.155,22226.281,2958.93,
BA,2908002,Coaraci,98719.123,5562.991,33716.665,16112.783,
BA,2908101,Cocos,143400.102,6162.01,26448.388,52296.114,
BA,2908200,Conceição da Feira,104357.773,10307.363,25492.974,16174.697,
BA,2908309,Conceição do Almeida,73719.589,5145.55,20871.655,13480.585,
BA,2908408,Conceição do Coité,320456.142,68793.651,138084.918,18378.943,
BA,2908507,Conceição do Jacuípe,533024.409,397352.589,164390.175,24736.436,
BA,2908606,Conde,103330.187,7178.967,28681.195,15322.242,
BA,2908705,Condeúba,72516.782,3240.115,23349.04,7997.291,
BA,2908804,Contendas do Sincorá,22351.111,985.994,4366.08,4588.017,
BA,2908903,Coração de Maria,115074.261,19694.6,25667.011,20156.107,
BA,2909000,Cordeiros,31358.786,1352.256,7503.684,3117.156,
BA,2909109,Coribe,78369.925,3228.052,14627.268,23300.279,
BA,2909208,Coronel João Sá,104720.361,4227.36,20853.122,37168.893,
BA,2909307,Correntina,585581.916,59179.119,196153.792,192284.325,
BA,2909406,Cotegipe,60937.399,2190.967,10620.513,20082.603,
BA,2909505,Cravolândia,23149.47,1304.53,4425.956,3780.328,
BA,2909604,Crisópolis,103702.769,4390.563,21082.587,20392.264,
BA,2909703,Cristópolis,54184.755,2045.352,13270.758,8802.077,
BA,2909802,Cruz das Almas,447591.819,64151.282,242997.465,44288.548,
BA,2909901,Curaçá,151342.075,11795.529,30806.367,37411.937,
BA,2910008,Dário Meira,53882.324,1755.741,7723.812,17077.314,
BA,2910057,Dias d'Ávila,2172582.522,1300475.911,466504.904,2206.881,
BA,2910107,Dom Basílio,122497.571,6427.155,21838.357,76240.085,
BA,2910206,Dom Macedo Costa,19335.158,818.702,3522.474,3635.375,
BA,2910305,Elísio Medrado,32044.763,1631.236,7538.617,7237.731,
BA,2910404,Encruzilhada,120433.179,5512.235,32894.508,24132.62,
BA,2910503,Entre Rios,300459.257,116146.664,109743.199,47464.889,
BA,2910602,Esplanada,372117.511,283032.466,133396.3,42291.085,
BA,2910701,Euclides da Cunha,330317.763,33017.125,124496.951,144335.571,
BA,2910727,Eunápolis,1284837.313,424527.29,563942.194,46011.952,
BA,2910750,Fátima,67634.935,8306.064,22577.597,76920.471,
BA,2910776,Feira da Mata,36093.052,649.383,6159.746,10460.75,
BA,2910800,Feira de Santana,7433138.826,1524068.144,3626795.728,48941.247,
BA,2910859,Filadélfia,65051.058,5114.699,18439.675,8805.361,
BA,2910909,Firmino Alves,23666.837,1368.425,5087.923,5524.185,
BA,2911006,Floresta Azul,45109.871,2249.407,10499.426,12762.255,
BA,2911105,Formosa do Rio Preto,510669.082,29077.292,139965.033,406524.819,
BA,2911204,Gandu,189708.532,12575.519,82457.962,28669.438,
BA,2911253,Gavião,19183.926,1239.766,4475.009,3612.559,
BA,2911303,Gentio do Ouro,37553.003,1179.614,7871.402,4410.31,
BA,2911402,Glória,59412.472,3889.277,13774.53,21423.475,
BA,2911501,Gongogi,34247.984,1695.663,6763.236,10220.659,
BA,2911600,Governador Mangabeira,100415.677,5716.183,33133.225,19152.899,
BA,2911659,Guajeru,35470.225,1987.428,7470.087,8039.498,
BA,2911709,Guanambi,582087.048,51182.443,286251.233,18083.255,
BA,2911808,Guaratinga,115693.312,7316.636,24559.312,47529.12,
BA,2911857,Heliópolis,51027.043,2300.717,13603.592,9277.611,
BA,2911907,Iaçu,124722.06,8930.378,33615.626,55684.032,
BA,2912004,Ibiassucê,50355.569,2994.05,13418.491,6292.188,
BA,2912103,Ibicaraí,111799.882,6937.908,40483.719,10491.099,
BA,2912202,Ibicoara,219116.542,13567.528,38599.971,105161.06,
BA,2912301,Ibicuí,76891.567,3979.609,18537.43,24629.604,
BA,2912400,Ibipeba,69064.482,6204.319,14700.287,7600.454,
BA,2912509,Ibipitanga,52235.032,1820.295,12471.162,4069.868,
BA,2912608,Ibiquera,19831.769,702.733,2976.574,5078.752,
BA,2912707,Ibirapitanga,115012.155,5625.524,23777.162,41811.682,
BA,2912806,Ibirapuã,113914.413,14239.902,18965.088,29156.871,
BA,2912905,Ibirataia,118277.667,6710.359,32790.838,35536.219,
BA,2913002,Ibitiara,56916.851,3344.682,15782.732,7072.571,
BA,2913101,Ibititá,84667.695,5371.579,17674.82,14823.084,
BA,2913200,Ibotirama,143595.268,13300.095,84955.161,10987.955,
BA,2913309,Ichu,22703.655,1031.79,5462.437,2263.113,
BA,2913408,Igaporã,59936.815,2542.907,15794.714,7763.801,
BA,2913457,Igrapiúna,173428.216,17241.732,18302.884,38808.707,
BA,2913507,Iguaí,99587.125,4565.918,27901.555,16666.621,
BA,2913606,Ilhéus,2241975.44,765426.177,937350.864,90452.3,
BA,2913705,Inhambupe,204093.928,30435.44,55701.292,98667.786,
BA,2913804,Ipecaetá,55102.282,2197,9913.466,8548.602,
BA,2913903,Ipiaú,295363.366,25356.844,120220.315,20141.375,
BA,2914000,Ipirá,283310.485,56294.611,88226.48,33842.026,
BA,2914109,Ipupiara,36966.929,2072.899,13382.982,2088.458,
BA,2914208,Irajuba,30412.396,1291.13,6607.205,3286.03,
BA,2914307,Iramaia,47540.222,1846.148,9728.307,7653.611,
BA,2914406,Iraquara,100748.421,12848.042,25259.212,17950.538,
BA,2914505,Irará,136467.997,5890.973,42212.261,21224.694,
BA,2914604,Irecê,498278.515,51072.205,294017.412,19033.489,
BA,2914653,Itabela,251401.206,19278.165,67101.546,46652.591,
BA,2914703,Itaberaba,380501.511,24103.457,167682.357,34960.382,
BA,2914802,Itabuna,2582488.818,473828.31,1283900.143,19532.899,
BA,2914901,Itacaré,112045.51,8615.019,59706.999,25510.06,
BA,2915007,Itaeté,65754.708,2795.136,13195.131,15111.186,
BA,2915106,Itagi,61854.675,3216.373,16370.013,17444.192,
BA,2915205,Itagibá,271511.951,218434.736,75729.119,34320.957,
BA,2915304,Itagimirim,60332.66,2039.405,13476.498,21154.046,
BA,2915353,Itaguaçu da Bahia,54473.763,3676.708,9375.715,9061.627,
BA,2915403,Itaju do Colônia,41166.452,2163.344,7082.65,16057.621,
BA,2915502,Itajuípe,150253.056,77226.561,42166.775,23261.305,
