Sigla,Código,Município,PIB Municipal - preços de mercado (preços de 2010) (1996),PIB Municipal (valor adicionado a preços básicos) - indústria (preços de 2010) (1996),PIB Municipal (valor adicionado a preços básicos) - serviços (preços de 2010) (1996),PIB Municipal (valor adicionado a preços básicos) - agropecuária (preços de 2010) (1996),
AL,2701407,Campo Alegre,178533.824941741,68220.8410671222,35536.5198824228,74776.4639921962,
AL,2701506,Campo Grande,16250.8433841863,567.3428266884,9031.7093062401,6651.7912512581,
AL,2701605,Canapi,26292.7340768445,183.8176396084,6769.1295912477,19339.7868459884,
AL,2701704,Capela,52137.1151821816,7740.6083556415,23193.9222131548,21202.5846133853,
AL,2701803,Carneiros,9772.0009035593,46.9556283544,4887.8730738517,4837.1722013532,
AL,2701902,Chã Preta,18394.4727328844,44.952014822,7912.3257024506,10437.1950156119,
AL,2702009,Coité do Nóia,19408.1966742187,150.7956392323,7769.0410232254,11488.360011761,
AL,2702108,Colônia Leopoldina,66753.3824765654,31626.4678224244,16530.9096901871,18596.0049639539,
AL,2702207,Coqueiro Seco,22459.5080596472,78.9903132051,20519.5785768645,1860.9391695778,
AL,2702306,Coruripe,523280.002572626,194844.526607594,66460.8223965481,261974.653568483,
AL,2702355,Craíbas,34778.8204067124,173.9157897732,9502.6052320367,25102.2993849025,
AL,2702405,Delmiro Gouveia,97782.8674479172,21742.3754619421,68477.5243607953,7562.9676251796,
AL,2702504,Dois Riachos,32608.5272252349,70.7021234914,10545.0371085883,21992.7879931555,
AL,2702553,Estrela de Alagoas,37196.0213379954,87.4724349942,24672.3184860906,12436.2304169106,
AL,2702603,Feira Grande,40743.4965201998,119.386359735,13431.2309835023,27192.8791769627,
AL,2702702,Feliz Deserto,14135.5511223621,76.5521316147,4079.212139701,9979.7868510464,
AL,2702801,Flexeiras,42944.2786250209,9203.4562974146,13590.0013236939,20150.8210039127,
AL,2702900,Girau do Ponciano,56528.13117564,378.9210507296,20250.8518644562,35898.3582604542,
AL,2703007,Ibateguara,30588.0006963274,149.7600592624,12364.2361462978,18074.0044907672,
AL,2703106,Igaci,48014.764632256,294.6564106236,15408.7085812491,32311.3996403833,
AL,2703205,Igreja Nova,74994.3804862275,21850.9390770943,18233.731672732,34909.7097364013,
AL,2703304,Inhapi,21276.6284401328,109.6662935267,8581.1604667641,12585.8016798418,
AL,2703403,Jacaré dos Homens,20479.2431757113,705.2929894394,5517.0276907382,14256.9224955334,
AL,2703502,Jacuípe,33630.4749272251,2850.5580246295,8942.8697516253,21837.0471509701,
AL,2703601,Japaratinga,35175.7407761087,15089.07689458,7125.8599196454,12960.8039618833,
AL,2703700,Jaramataia,14031.9693764997,179.7875819232,5935.2695592692,7916.9122353075,
AL,2703759,Jequiá da Praia,,,,,
AL,2703809,Joaquim Gomes,31542.8983638064,205.856007958,17533.6322107506,13803.4101450979,
AL,2703908,Jundiá,28066.7139974024,80.1960411733,14640.7187318224,13345.7992244068,
AL,2704005,Junqueiro,64791.7668825129,677.1656538113,20183.3687116099,43931.2325170917,
AL,2704104,Lagoa da Canoa,43849.1841784398,13425.8234082163,12743.7507366648,17679.6100335587,
AL,2704203,Limoeiro de Anadia,50963.6916019861,368.5753319165,15087.9180238659,35507.1982462035,
AL,2704302,Maceió,8953554.41083193,1517448.65066362,7417456.45448091,18649.3056873838,
AL,2704401,Major Isidoro,50828.7125171847,3628.3405459076,15306.9347739535,31893.4371973236,
AL,2704500,Maragogi,62947.8843305856,1387.5729413492,25711.1697645368,35849.1416246997,
AL,2704609,Maravilha,28904.7488032447,68.0545888608,13714.7851213785,15121.9090930057,
AL,2704708,Marechal Deodoro,448786.507040146,332267.366456653,78622.1234688308,37897.0171146624,
AL,2704807,Maribondo,33091.5933714561,230.6858387796,22416.4374341727,10444.4700985036,
AL,2704906,Mar Vermelho,10956.6145134835,47.2948668349,3754.1525206086,7155.1671260397,
AL,2705002,Mata Grande,62162.4758433866,248.8518262023,21969.1610624449,39944.4629547395,
AL,2705101,Matriz de Camaragibe,74553.1341309433,18978.9213977741,27592.380505878,27981.8322272909,
AL,2705200,Messias,25163.7728160221,243.4137574515,13491.792793789,11428.5662647815,
AL,2705309,Minador do Negrão,21733.5210526411,34.4047912948,8537.6706304849,13161.4456308614,
AL,2705408,Monteirópolis,6799.1814554773,49.9750753474,3661.0809321193,3088.1254480106,
AL,2705507,Murici,56516.1994707144,585.5798975153,32150.521849262,23780.0977239369,
AL,2705606,Novo Lino,45184.0936071668,69.3439187059,21033.7184262178,24081.0312622431,
AL,2705705,Olho d'Água das Flores,38066.854482597,360.2285767194,28099.8813609908,9606.7445448868,
AL,2705804,Olho d'Água do Casado,13155.1585725154,268.8086665917,4937.7739223167,7948.5759836069,
AL,2705903,Olho d'Água Grande,10934.5291020318,49.3127444216,2326.3202979589,8558.8960596511,
AL,2706000,Olivença,12648.6792450122,87.1899373471,5698.8316856607,6862.6576220044,
AL,2706109,Ouro Branco,17407.7609950245,41.9207414082,10057.4570819089,7308.3831717071,
AL,2706208,Palestina,6015.3397587414,38.9298820103,3818.7902199603,2157.6196567708,
AL,2706307,Palmeira dos Índios,209353.384878365,13768.3690914048,155986.705814089,39598.3099728715,
AL,2706406,Pão de Açúcar,54151.4385212527,2075.4345465619,30074.3091945844,22001.6947801065,
AL,2706422,Pariconha,13580.6125131243,45.1732929126,6522.5103438897,7012.928876322,
AL,2706448,Paripueira,23668.9994923313,2994.8466787762,9083.0388937965,11591.1139197586,
AL,2706505,Passo de Camaragibe,31689.3728508256,12249.600751706,10475.8175755525,8963.9545235669,
AL,2706604,Paulo Jacinto,17185.9287821569,59.4573051665,6374.6327469522,10751.8387300379,
AL,2706703,Penedo,195465.412897694,38454.5293001477,128300.118960666,28710.76463688,
AL,2706802,Piaçabuçu,26173.9483491864,372.7889880103,22985.1036687175,2816.0556924583,
AL,2706901,Pilar,121079.168877304,4249.6951496704,59397.9949211339,57431.4788065005,
AL,2707008,Pindoba,6896.2370603146,37.223063061,2214.9090753249,4644.1049219287,
AL,2707107,Piranhas,35278.1374607992,926.8516440333,24066.6020279082,10284.6837888577,
AL,2707206,Poço das Trincheiras,15677.9868889955,66.0060979821,5890.138352094,9721.8424389191,
AL,2707305,Porto Calvo,81265.143798143,19450.1882052208,31564.4126620744,30250.5429308478,
AL,2707404,Porto de Pedras,19821.3168798547,55.5438347509,7026.5091157276,12739.2639293759,
AL,2707503,Porto Real do Colégio,25807.5207068134,262.5291477558,18915.6096872181,6629.3818718395,
AL,2707602,Quebrangulo,21621.2129538706,489.360093025,9832.591901477,11299.2609593686,
AL,2707701,Rio Largo,284666.438044891,85277.4691244045,137460.446141051,61928.5227794356,
AL,2707800,Roteiro,18535.0095529219,16009.7530310061,5545.680734044,-3020.4242121282,
AL,2707909,Santa Luzia do Norte,19916.3988887587,8249.720603144,11273.1238180699,393.5544675448,
AL,2708006,Santana do Ipanema,92772.7774282117,1797.8678725124,64592.8955732225,26382.0139824768,
AL,2708105,Santana do Mundaú,38625.6603438486,49.0784396807,10997.5102380344,27579.0716661333,
AL,2708204,São Brás,10962.6026689983,905.0655847228,7370.4584254075,2687.0786588679,
AL,2708303,São José da Laje,141630.894874122,59695.9200329208,38760.114396046,43174.8604451555,
AL,2708402,São José da Tapera,37505.4439954883,289.4750994126,13247.6555571513,23968.3133389245,
AL,2708501,São Luís do Quitunde,156614.234410291,57928.2366881597,39127.0568187977,59558.9409033341,
AL,2708600,São Miguel dos Campos,521394.918572347,257371.50526307,130479.433157797,133543.980151479,
AL,2708709,São Miguel dos Milagres,12387.2787223469,66.2585127891,6313.6796488397,6007.3405607183,
AL,2708808,São Sebastião,48303.4394325052,357.0037353551,16832.3592543975,31114.0764427524,
AL,2708907,Satuba,28880.192784227,3380.1579811934,23660.4719221384,1839.562880895,
AL,2708956,Senador Rui Palmeira,16326.0960966492,53.4195244513,8220.4439330811,8052.2326391168,
AL,2709004,Tanque d'Arca,15314.3693838719,16.6600912019,6382.8458891608,8914.8634035093,
AL,2709103,Taquarana,52745.8580294419,207.2670543522,13432.6694259968,39105.9215490931,
AL,2709152,Teotônio Vilela,117175.811435628,48561.4759228136,33870.5092524115,34743.8262604034,
AL,2709202,Traipu,31213.2599806132,175.4517884641,14175.4356884561,16862.372503693,
AL,2709301,União dos Palmares,157495.580644463,1958.102309694,101947.528119231,53589.9502155375,
AL,2709400,Viçosa,68932.3131637992,336.3088011238,39175.8298345972,29420.1745280785,
AM,1300029,Alvarães,74488.9926966631,821.0650510903,13616.897625122,60051.0300204509,
AM,1300060,Amaturá,10481.5422879093,1001.6446784845,6962.265141335,2517.6324680896,
AM,1300086,Anamã,12065.9303676266,985.6891296481,5018.5330704072,6061.7081675714,
AM,1300102,Anori,15685.3005733769,1884.7284287145,8882.5485244159,4918.0236202465,
AM,1300144,Apuí,43167.2751139894,2992.4602358455,14479.1352087483,25695.6796693956,
AM,1300201,Atalaia do Norte,35789.9396473284,1678.7958384853,25541.327883564,8569.8159252791,
AM,1300300,Autazes,76965.635037927,4474.8571157586,20691.0484360744,51799.7294860937,
AM,1300409,Barcelos,52399.6118087152,1537.2542825323,14492.6298936496,36369.7276325333,
AM,1300508,Barreirinha,57109.8860543057,2028.139415704,17596.4403197895,37485.3063188121,
AM,1300607,Benjamin Constant,77451.0058899651,3520.6377713456,40669.9491217076,33260.4189969119,
AM,1300631,Beruri,19131.897310834,1223.3349954772,11452.1265912276,6456.4357241292,
AM,1300680,Boa Vista do Ramos,15726.6351680388,1342.274357342,8647.1348571757,5737.2259535211,
AM,1300706,Boca do Acre,70089.6987836289,3295.1460950095,34913.8891272163,31880.6635614034,
AM,1300805,Borba,49279.0135593178,6769.9541936215,26020.0767500929,16488.9826156035,
AM,1300839,Caapiranga,18667.0860377752,1130.9630784337,12779.7007988188,4756.4221605227,
AM,1300904,Canutama,36776.7290922608,1254.076807556,11919.299972072,23603.3523126327,
AM,1301001,Carauari,50970.8612528845,4078.8787680915,18308.8045537843,28583.1779310087,
AM,1301100,Careiro,80825.969695259,3428.6363188094,19765.3432441948,57631.9901322548,
AM,1301159,Careiro da Várzea,84865.8903906644,1856.623065345,10642.8543664125,72366.412958907,
AM,1301209,Coari,144791.817015486,8594.3576068761,68781.3034664116,67416.1559421982,
AM,1301308,Codajás,28114.4811229845,3832.2959378857,10606.3134706042,13675.8717144948,
AM,1301407,Eirunepé,52392.5712336219,4391.5198156483,26808.4694401237,21192.58197785,
AM,1301506,Envira,25455.9650420878,1173.3989055905,10979.9539668684,13302.6121696288,
AM,1301605,Fonte Boa,94135.0691953675,1253.3554006831,18294.7109193911,74587.0028752934,
AM,1301654,Guajará,64024.4907819133,468.4293148269,6895.7993774407,56660.2620896458,
AM,1301704,Humaitá,106819.421925296,7740.6268163513,90676.5909142589,8402.2041946857,
AM,1301803,Ipixuna,51266.5414826327,963.0731816191,12430.8108865982,37872.6574144153,
AM,1301852,Iranduba,94431.3911482363,14309.3164107085,23294.5243615846,56827.5503759433,
AM,1301902,Itacoatiara,302507.277291823,71137.6676036845,111899.632214108,119469.97747403,
AM,1301951,Itamarati,30001.3486361532,626.2580825133,7085.3903520049,22289.7002016349,
AM,1302009,Itapiranga,17288.0045118551,1387.0220181168,12195.739811945,3705.2426817931,
AM,1302108,Japurá,8851.2629200488,762.7794432397,7089.4171499159,999.0663268933,
AM,1302207,Juruá,14987.1785007841,726.2908755309,6567.8326353183,7693.0549899348,
AM,1302306,Jutaí,69874.0806189056,1286.9873688452,14964.8999830069,53622.1932670533,
AM,1302405,Lábrea,64743.9861873749,6053.6289551856,29951.5398370581,28738.817395131,
AM,1302504,Manacapuru,168665.774116843,24798.6930099425,80302.6156995853,63564.4654073151,
AM,1302553,Manaquiri,32317.4408921531,1859.8893169362,11766.9946713035,18690.5569039137,
AM,1302603,Manaus,25324228.7088186,15586100.5606175,9726833.65683815,11294.4913628874,
AM,1302702,Manicoré,142834.176649378,3328.3126933575,41557.0251065123,97948.8388495089,
AM,1302801,Maraã,29087.0644725504,744.3216131726,7668.9896696052,20673.7531897725,
AM,1302900,Maués,84465.6653136671,4977.4528148176,63526.5406359159,15961.6718629333,
AM,1303007,Nhamundá,105970.88856664,1287.1424135429,15788.1662454808,88895.5799076169,
AM,1303106,Nova Olinda do Norte,51940.0290950998,2292.6340940531,10689.5530091028,38957.8419919439,
AM,1303205,Novo Airão,28374.1080837014,3704.5269287922,13903.0039855423,10766.5771693669,
AM,1303304,Novo Aripuanã,123172.617080133,2752.330993871,12073.5869095307,108346.699176731,
AM,1303403,Parintins,254222.30047219,23120.5598074573,110537.657343642,120564.08332109,
AM,1303502,Pauini,28955.909362217,935.3926766207,9164.5011280433,18856.015557553,
AM,1303536,Presidente Figueiredo,271096.937257583,221462.011060773,47503.5827684288,2131.3434283832,
AM,1303569,Rio Preto da Eva,38775.3662213185,797.0568312334,16413.8823327225,21564.4270573624,
AM,1303601,Santa Isabel do Rio Negro,27315.7446709438,736.5555892704,13172.427848801,13406.7612328724,
AM,1303700,Santo Antônio do Içá,42702.8532956806,1602.5333253764,22068.664505085,19031.6554652191,
AM,1303809,São Gabriel da Cachoeira,217299.165257528,4848.0782900311,111967.077245024,100484.009722473,
AM,1303908,São Paulo de Olivença,37610.2453763186,1668.6675489011,13895.5277310467,22046.0500963708,
AM,1303957,São Sebastião do Uatumã,13217.6913353511,1121.4233199604,5015.8454868384,7080.422528552,
AM,1304005,Silves,36376.5839562551,1156.9751700791,8639.2075897381,26580.4011964377,
AM,1304062,Tabatinga,136640.453758489,7536.6980702134,123614.959091554,5488.7965967221,
AM,1304104,Tapauá,22856.4820496329,1272.0278925671,11931.4812155155,9652.9729415503,
AM,1304203,Tefé,234103.765616363,17417.4542081794,116465.474309365,100220.837098818,
AM,1304237,Tonantins,27996.0507166431,809.6514781475,13141.6320633648,14044.7671751307,
AM,1304260,Uarini,56295.4237929257,694.8801152652,4365.5768971727,51234.9667804878,
AM,1304302,Urucará,83361.8361132393,31908.7698655821,17692.8823660121,33760.1838816452,
AM,1304401,Urucurituba,25695.5476509503,1856.3555385784,10587.9641380322,13251.2279743399,
AP,1600055,Serra do Navio,77183.6703016895,52747.8247435994,22905.9347289072,1529.9108291828,
AP,1600105,Amapá,53117.3280852112,279.7240092433,39380.2407071485,13457.3633688194,
AP,1600154,Pedra Branca do Amaparí,28770.4924202589,44.6989200046,22587.7621339305,6138.0313663236,
AP,1600204,Calçoene,25138.7299170433,1658.112574178,16201.2282971358,7279.3890457295,
AP,1600212,Cutias,28052.6133393785,26.4842309348,14336.3058414889,13689.8232669548,
AP,1600238,Ferreira Gomes,52213.0543109581,25006.9054331779,23918.6900205551,3287.4588572252,
AP,1600253,Itaubal,16224.4354521758,26.8689219446,14188.2436693157,2009.3228609155,
AP,1600279,Laranjal do Jari,71477.348993129,11201.1835526256,37000.0566872522,23276.1087532512,
AP,1600303,Macapá,2243477.4559142,112820.678097025,2104585.51173499,26071.2660821803,
AP,1600402,Mazagão,87853.3802865415,44707.3760070996,18824.518734678,24321.4855447639,
AP,1600501,Oiapoque,60143.1178724991,2455.7555195678,45075.2506520144,12612.1117009171,
AP,1600535,Porto Grande,190014.013564951,4473.9708936798,53611.9564288596,131928.086242411,
AP,1600550,Pracuúba,11184.2952901565,318.3457268752,5770.8570874347,5095.0924758465,
AP,1600600,Santana,343616.204122381,132434.45498609,203632.578582714,7549.1705535774,
AP,1600709,Tartarugalzinho,15510.9411983031,88.8239012564,7406.1442117458,8015.9730853009,
AP,1600808,Vitória do Jari,,,,,
BA,2900108,Abaíra,23678.8894226911,323.3588342668,14701.4501828025,8654.080405622,
BA,2900207,Abaré,25926.8174792999,95.4169651161,11297.464875652,14533.9356385319,
BA,2900306,Acajutiba,23861.8016297488,285.7868247601,14664.8203218497,8911.1944831392,
BA,2900355,Adustina,25349.4349578005,60.7987495167,8780.4979663271,16508.1382419569,
BA,2900405,Água Fria,20841.4728413565,90.165375001,7669.6705085981,13081.6369577575,
BA,2900504,Érico Cardoso,14730.5905465417,61.9899687605,8153.0614430055,6515.539134776,
BA,2900603,Aiquara,14773.6379514187,222.9140215178,6291.8152133027,8258.9087165983,
BA,2900702,Alagoinhas,565582.214314606,41279.2311932526,493877.587169709,30425.3959516454,
BA,2900801,Alcobaça,92211.1067464245,1129.7235609132,23727.343030685,67354.0401548266,
BA,2900900,Almadina,21157.9457724042,48.6232335898,8601.8040336071,12507.5185052075,
BA,2901007,Amargosa,88116.6810234085,10123.920396189,53574.0293825398,24418.7312446795,
BA,2901106,Amélia Rodrigues,201927.809463566,47219.8157868765,27992.2750187457,126715.718657944,
BA,2901155,América Dourada,14875.8954014547,327.4599627309,9231.1125940372,5317.3228446866,
BA,2901205,Anagé,42794.3639951772,939.7168521833,18914.1577081269,22940.4894348668,
BA,2901304,Andaraí,25983.9183513453,144.0770899518,13054.8799633021,12784.9612980914,
BA,2901353,Andorinha,21146.5818400891,2107.2549676528,10235.4386550699,8803.8882173665,
BA,2901403,Angical,27939.491628827,923.9580748988,12822.4406177816,14193.0929361469,
BA,2901502,Anguera,11807.4188818466,57.0077575258,6330.2571312079,5420.1539931131,
BA,2901601,Antas,28004.0416374257,263.9211762593,16944.4622703394,10795.6581908271,
BA,2901700,Antônio Cardoso,18163.9278454391,99.9425529776,6225.4220038449,11838.5632886165,
BA,2901809,Antônio Gonçalves,14851.3990313887,471.9716312942,10364.5954244377,4014.8319756569,
BA,2901908,Aporá,29292.8321520162,134.2297533879,13625.8369820164,15532.7654166118,
BA,2901957,Apuarema,18611.3323113454,232.4026191818,8095.3514069437,10283.5782852199,
BA,2902005,Aracatu,24993.2313819411,57.9141851242,14562.7675926214,10372.5496041955,
BA,2902054,Araças,16089.9963744298,104.377458888,6645.8945331716,9339.7243823702,
BA,2902104,Araci,64556.4628946938,8257.6845761492,32697.7335637237,23601.0447548209,
BA,2902203,Aramari,21745.1643625897,104.5067365822,8958.9909189156,12681.6667070917,
BA,2902252,Arataca,31849.890624468,125.3351459625,9416.9837726464,22307.5717058588,
BA,2902302,Aratuípe,24649.2184459812,258.9476040072,6634.3279546093,17755.9428873645,
BA,2902401,Aurelino Leal,32024.5707859293,125.3077235131,17512.0601010554,14387.2029613606,
BA,2902500,Baianópolis,20524.7622398376,72.1609766256,8877.3168038397,11575.2844593722,
BA,2902609,Baixa Grande,34960.5181352559,141.084723411,14142.2044027745,20677.2290090704,
BA,2902658,Banzaê,17719.5294223055,71.0555930218,6295.5983572431,11352.8754720404,
BA,2902708,Barra,57164.0303456531,1083.7600103076,40411.3590078411,15668.9113275045,
BA,2902807,Barra da Estiva,91346.3301483326,217.6526037783,15126.2245005725,76002.453043982,
BA,2902906,Barra do Choça,242257.619518309,361.09019644,28494.0028870826,213402.526434788,
BA,2903003,Barra do Mendes,20078.1560748644,168.5874164454,15643.5990834267,4265.9695749922,
BA,2903102,Barra do Rocha,28474.5930153416,68.0107976958,9616.8968783632,18789.6853392825,
BA,2903201,Barreiras,1171695.77794628,437632.668602377,470079.562564392,263983.546779513,
BA,2903235,Barro Alto,14564.8811442144,124.2335799907,6532.362119313,7908.2854449107,
BA,2903276,Barrocas,,,,,
BA,2903300,Governador Lomanto Júnior,18403.6095206756,81.7075460978,9227.9180165774,9093.9839580004,
BA,2903409,Belmonte,59915.7945120483,1319.8839623218,28430.8196708152,30165.0908789115,
BA,2903508,Belo Campo,22738.8131144453,124.4240133506,11204.9881177201,11409.4009833743,
BA,2903607,Biritinga,17963.3115010474,2193.5177714814,9125.7023835581,6644.0913460076,
BA,2903706,Boa Nova,24778.7786286908,310.9886450993,15195.733044416,9272.0569391753,
BA,2903805,Boa Vista do Tupim,20050.0065274286,2148.9973648822,9476.1880047897,8424.821157757,
BA,2903904,Bom Jesus da Lapa,157764.139516521,26714.7490565013,106880.464417278,24168.9260427417,
BA,2903953,Bom Jesus da Serra,5703.8337563112,23.6969328971,4036.6584261953,1643.4783972188,
BA,2904001,Boninal,21651.7415420154,128.6664107567,11025.1594835213,10497.9156477376,
BA,2904050,Bonito,62939.0082060582,112.863160611,8281.8217461568,54544.3232992904,
BA,2904100,Boquira,35498.5587838327,1360.1156842523,19197.7738453321,14940.6692542483,
BA,2904209,Botuporã,18023.0517855921,65.3353786202,5693.1818083295,12264.5345986421,
BA,2904308,Brejões,87418.4335213017,8845.3859231468,13483.3299250216,65089.7176731333,
BA,2904407,Brejolândia,18392.2152100793,69.8245740768,5418.266666311,12904.1239696918,
BA,2904506,Brotas de Macaúbas,23914.74256043,90.5296425464,9674.8332369361,14149.3796809474,
BA,2904605,Brumado,299697.009410318,123436.40260284,154547.429166741,21713.1776407371,
BA,2904704,Buerarema,40811.0631606071,474.1341562319,26332.0034079482,14004.9255964273,
BA,2904753,Buritirama,21692.907249786,62.935846368,6942.2597261098,14687.7116773082,
BA,2904803,Caatiba,18813.7215039586,65.8035499206,10235.8923521153,8512.0256019227,
BA,2904852,Cabaceiras do Paraguaçu,20076.9655869047,345.9605129455,6652.9453135623,13078.0597603966,
BA,2904902,Cachoeira,108612.851624498,3999.2879040764,66240.1614333328,38373.4022870894,
BA,2905008,Caculé,43830.385184427,1193.4936227546,28220.3758575649,14416.5157041072,
BA,2905107,Caém,23802.9585067847,65.2143237342,15247.2879708828,8490.4562121677,
BA,2905156,Caetanos,10009.93522706,16.526130636,5496.0175415592,4497.3915548648,
BA,2905206,Caetité,111525.397634158,6087.1196275662,76992.7618298918,28445.5161767001,
BA,2905305,Cafarnaum,16134.090901666,144.970575224,10404.9462826768,5584.1740437651,
BA,2905404,Cairu,24403.1217008475,536.5974810128,12152.7380164899,11713.7862033447,
BA,2905503,Caldeirão Grande,13882.6196487789,112.4012501378,11855.0226553266,1915.1957433145,
BA,2905602,Camacan,66733.5090980357,2426.1318118938,48289.0785338114,16018.2987523302,
BA,2905701,Camaçari,8199864.11009462,7539619.02754053,653892.260037746,6352.8225163607,
BA,2905800,Camamu,75658.1090792665,5463.8392851967,37845.7609551535,32348.5088389163,
BA,2905909,Campo Alegre de Lourdes,33398.4603083797,88.7649468889,9268.8194671933,24040.8758942975,
BA,2906006,Campo Formoso,175107.122650619,73407.4148957041,58709.4084869582,42990.2992679577,
BA,2906105,Canápolis,14408.4676421029,66.770732727,6428.8397965827,7912.857112793,
BA,2906204,Canarana,24085.4120062948,221.4590033934,15320.4760638583,8543.4769390429,
BA,2906303,Canavieiras,59869.0400091111,1654.3325516054,39389.7715175092,18824.9359399965,
BA,2906402,Candeal,18091.8642793159,49.0187733232,10935.8860626059,7106.9594433871,
BA,2906501,Candeias,1242775.65693437,973917.294592853,267663.757041481,1194.6053000408,
BA,2906600,Candiba,19423.6617895853,157.902851688,10413.0885621884,8852.6703757087,
BA,2906709,Cândido Sales,47012.5161774336,288.4226808108,26636.4648185586,20087.6286780639,
BA,2906808,Cansanção,43282.6381715647,356.4728685758,24037.983934349,18888.1813686399,
BA,2906824,Canudos,24136.0419783704,111.3289861617,9745.6804239185,14279.0325682902,
BA,2906857,Capela do Alto Alegre,25505.227442037,287.0205164766,15132.7986155955,10085.4083099649,
BA,2906873,Capim Grosso,32872.5964699767,1291.9765176102,25491.9548751285,6088.6650772382,
BA,2906899,Caraíbas,18297.9330128911,20.9649590227,10015.7035041905,8261.2645496781,
BA,2906907,Caravelas,82497.1890709628,1185.9599283121,35087.0034621842,46224.2256804665,
BA,2907004,Cardeal da Silva,7729.1753908323,171.6012107162,5437.7975059524,2119.7766741637,
BA,2907103,Carinhanha,45832.5668864766,274.6232879997,15464.5125274265,30093.4310710507,
BA,2907202,Casa Nova,97462.5018377047,887.3928595486,46539.8164008522,50035.2925773041,
BA,2907301,Castro Alves,121281.244935743,6822.6851881555,40651.1783133131,73807.3814342751,
BA,2907400,Catolândia,9728.5763580039,45.6663692725,3969.8361518048,5713.0738369266,
BA,2907509,Catu,296887.607677604,168912.668519216,108203.262454514,19771.6767038743,
BA,2907558,Caturama,14743.2512029436,21.1951307582,6272.4841845106,8449.5718876749,
BA,2907608,Central,20222.2486102157,169.4208251088,19706.3754965771,346.4522885298,
BA,2907707,Chorrochó,11729.2266730013,273.3176963621,6389.7044211807,5066.2045554584,
BA,2907806,Cícero Dantas,57329.5238687982,751.661400097,34375.8880841267,22201.9743845744,
